node,degree,class,class_degree,score
3530,9.990262772539774e-05,1,0.00010065636745566445,7.537397302667171e-07
3669,0.00015196286126448338,0,0.000100507674634702,-5.145518662978137e-05
3775,0.00015481154917016448,0,9.614057792851721e-05,-5.867097124164727e-05
3950,0.00011247969955547856,1,7.579605938788958e-05,-3.6683640167588984e-05
4005,0.0002773229019950594,0,0.00018182268787655942,-9.550021411849999e-05
4019,0.00010939404264785452,1,0.00010907979704268224,-3.142456051722785e-07
4052,0.00010739962066069452,1,0.0002271805713154851,0.00011978095065479059
4100,0.00010958748456263564,1,0.00013468394823828547,2.5096463675649828e-05
4104,0.00014864608165849835,1,0.00024417201353003876,9.552593187154041e-05
4133,0.0005098243819535344,1,0.00022611478646985777,-0.00028370959548367663
4154,0.000704983305049614,0,0.00045732924231453023,-0.00024765406273508377
4246,7.644701215386175e-05,0,3.4060760699698425e-05,-4.238625145416332e-05
4304,6.132754107906646e-05,1,0.00010008719524469828,3.875965416563182e-05
4328,0.0002118512379871545,1,0.0002431065482122876,3.1255310225133097e-05
4348,2.51210657995015e-05,1,0.00015692442972418673,0.00013180336392468523
4349,3.649401752259141e-05,1,0.00011208386648318173,7.558984896059031e-05
4350,7.667016757298633e-06,1,2.2961506581439014e-05,1.529448982414038e-05
4351,2.0225798481532755e-05,1,3.824705706139155e-05,1.8021258579858794e-05
4353,1.8818540963901755e-05,1,5.5174062584940625e-05,3.635552162103887e-05
4354,2.9695919306088498e-05,1,0.00016180668999376974,0.00013211077068768124
4355,0.00010475746210700627,0,6.798002118193916e-05,-3.6777440925067105e-05
4356,4.078627743245815e-05,1,3.751008909846431e-05,-3.2761883339938407e-06
4358,2.5292776172099684e-05,1,0.00017204358951773593,0.00014675081334563625
4359,1.0942574578717306e-05,1,2.6732212837415045e-05,1.578963825869774e-05
4361,3.7332300304647646e-05,1,6.672037060742906e-05,2.9388070302781416e-05
4363,8.501206275278342e-05,1,0.00022319382503522496,0.00013818176228244154
4366,0.00011470510360606918,0,5.899265070288422e-05,-5.571245290318496e-05
4368,0.000105810309689041,1,0.00020333473638937355,9.752442670033255e-05
4373,1.3128137130685607e-05,1,3.755986721906526e-05,2.4431730088379656e-05
4374,1.734917098823788e-05,1,3.80582098757832e-05,2.0709038887545322e-05
4375,0.00020606670576533035,1,0.00010857777081781168,-9.748893494751867e-05
4376,8.722249365256577e-06,1,3.0389482109752995e-05,2.166723274449642e-05
4377,8.57169234337733e-06,1,2.7506656060229774e-05,1.8934963716852443e-05
4378,1.112757065810461e-05,1,2.1148084770758746e-05,1.0020514112654137e-05
4382,1.2122239923335658e-05,1,2.9220430356753555e-05,1.7098190433417897e-05
4387,1.2976402198319509e-05,0,2.1720815223644482e-06,-1.080432067595506e-05
4388,0.0002891700960415879,1,0.0002929927960599883,3.8227000184004015e-06
4392,3.637871361443413e-05,1,0.00025140529192637024,0.0002150265783119361
4393,0.0002003814892080885,1,0.00010725375930928072,-9.312772989880778e-05
4396,1.784501856667629e-05,1,3.997195023653417e-05,2.2126931669857878e-05
4397,0.00010160581386219826,1,5.979554743798681e-05,-4.181026642421145e-05
4413,9.757877048844684e-05,0,5.1892394985348374e-05,-4.568637550309847e-05
4425,0.00014491249036689745,0,8.747590073233035e-05,-5.7436589634567094e-05
4442,8.33423065218882e-05,0,3.601407443579459e-05,-4.732823208609361e-05
4466,0.0005241659478353926,1,0.00012998954919752554,-0.00039417639863786706
4622,0.00013629638812118975,0,7.937396252961637e-05,-5.6922425591573385e-05
4739,0.00022390669137035878,1,0.0003280479401854951,0.0001041412488151363
4745,8.226160324118643e-05,1,0.00016721151182116578,8.494990857997935e-05
4823,0.00011978655597402334,1,0.0001784201651410922,5.863360916706886e-05
4857,0.00010439615012037519,0,6.512938089418583e-05,-3.9266769226189364e-05
4867,8.381564269138524e-05,0,7.188042660924882e-05,-1.1935216082136423e-05
5056,0.0001257317669353164,0,6.089852144275421e-05,-6.48332454925622e-05
5073,7.096595401922345e-05,1,0.00010288571999231787,3.191976597309442e-05
5105,0.00012908670303643665,0,6.253688466066695e-05,-6.65498183757697e-05
5182,8.457250323659609e-05,0,4.042060986219033e-05,-4.4151893374405755e-05
5212,0.0001458980182229115,0,8.995668273527714e-05,-5.594133548763436e-05
5233,0.0002920354020130668,0,0.0001823963031741846,-0.00010963909883888217
5234,7.83400529384515e-05,1,0.00015095650717463204,7.261645423618054e-05
5293,0.0005451514372553794,0,0.0005490052971963894,3.853859941010062e-06
5296,0.00012888028645500826,0,0.00010003658294824626,-2.8843703506761995e-05
5305,0.00016937770428117105,0,9.806354231880357e-05,-7.131416196236748e-05
5356,0.0008911617755537481,0,0.0005011166323370542,-0.0003900451432166939
5439,0.0001347539556226073,0,7.006610707130708e-05,-6.468784855130022e-05
5454,0.00017599348052026553,1,0.0002710132918710674,9.50198113508019e-05
5489,0.00012022682233793272,0,5.53955321449688e-05,-6.483129019296393e-05
5635,0.00012103682461089714,1,0.0002462761879870031,0.00012523936337610598
5654,0.0005654180930545432,0,0.0005557182213513795,-9.699871703163702e-06
5694,7.823392771055651e-05,1,0.00010641633798213404,2.818241027157753e-05
5732,0.00023227907369433482,1,0.000859045023678798,0.0006267659499844631
5769,0.0001343539873702604,1,0.0004557815824617749,0.0003214275950915145
5772,0.00012325047378064591,1,0.0004138293020070223,0.00029057882822637637
5780,0.00012892943732492433,1,0.0004287270036471875,0.00029979756632226315
5885,6.550723998961792e-05,0,4.688362701908848e-05,-1.8623612970529445e-05
5887,0.00010002023395186775,0,7.46922583628875e-05,-2.5327975588980244e-05
5932,0.0007256926249806446,0,0.0004770671723531866,-0.000248625452627458
5933,6.737556932394161e-05,0,4.809565475441918e-05,-1.9279914569522433e-05
5988,3.167149764067481e-05,1,4.122984760230845e-05,9.558349961633639e-06
6004,8.202723229468519e-05,0,4.27925575726874e-05,-3.923467472199779e-05
6012,3.870658868087034e-05,1,3.341750226634679e-05,-5.28908641452355e-06
6047,6.627163598875441e-05,1,8.643430520015935e-05,2.0162669211404947e-05
6049,0.00017175079197053847,1,0.00017523028725126448,3.4794952807260166e-06
6084,9.415196057853654e-05,1,0.00014048822724264321,4.6336266664106674e-05
6094,0.00015985555418960025,0,9.728305046908073e-05,-6.257250372051952e-05
6153,4.063393102557288e-05,0,2.515002993335716e-05,-1.5483901092215723e-05
6311,0.00010354885163368579,1,0.0001218871796711948,1.8338328037509008e-05
6322,8.695124424759729e-05,1,9.924770557699502e-05,1.229646132939773e-05
6417,6.652942147921167e-05,1,5.729453019424839e-05,-9.234891284963273e-06
6485,5.568564249920335e-05,0,3.7836509896956975e-05,-1.7849132602246374e-05
6514,0.00015465661730127393,0,0.00010239153696969705,-5.226508033157688e-05
6588,0.0003744794805119337,0,0.0002528650067811213,-0.00012161447373081242
6636,0.00016574085966003892,0,9.80851517760285e-05,-6.765570788401042e-05
6709,8.871188966606459e-05,0,5.7702547963095096e-05,-3.100934170296949e-05
6716,9.348435023313179e-05,0,6.122365332426237e-05,-3.226069690886942e-05
6802,0.00013973438709999244,0,9.449748792367271e-05,-4.523689917631973e-05
6855,0.00018832855579142406,1,0.00012137410467085442,-6.695445112056965e-05
6897,0.00018910907015713322,1,0.0001615486183088978,-2.756045184823541e-05
6960,0.0001875179737296715,1,0.00018657739447265422,-9.405792570172722e-07
6984,0.0001949944970770502,1,0.00022557177650676005,3.057727942970984e-05
7060,0.0005965386598331579,0,0.0003730547134432728,-0.0002234839463898851
7104,9.318975303377526e-05,1,0.00013716879984288638,4.397904680911112e-05
7105,0.0002624790129748144,0,0.00015611207964933614,-0.00010636693332547825
7111,8.214353571168659e-05,1,0.00010471183182996717,2.2568296118280576e-05
7112,1.5248237213831308e-05,0,4.514049675942441e-06,-1.0734187537888867e-05
7141,0.00015033716954071527,0,5.55674488686129e-05,-9.476972067210237e-05
7146,8.900822896287489e-05,0,4.4213484733429867e-05,-4.4794744229445024e-05
7198,0.00016169265887317781,1,0.0001924901393404486,3.0797480467270784e-05
7202,0.00017520949058569263,0,8.565093301567443e-05,-8.95585575700182e-05
7252,0.00015688709191834233,1,0.00022726817997757595,7.038108805923363e-05
7253,0.00015795027963230854,1,0.00022035074670764717,6.240046707533864e-05
7266,0.0001611913201584468,1,0.00024154116006227573,8.034983990382893e-05
7302,0.00013674813688217323,0,5.732638795957216e-05,-7.942174892260106e-05
7306,7.826666520220515e-05,1,0.00010840881885275494,3.0142153650549786e-05
7316,0.00015299604807763445,1,0.00022733033587963038,7.433428780199592e-05
7331,0.0001366838879964187,0,6.225369111634165e-05,-7.443019688007706e-05
7355,0.0001098029156718121,0,5.7689736413433044e-05,-5.2113179258379056e-05
7407,0.00015467429026939594,1,0.00013643044509219535,-1.8243845177200586e-05
7446,0.0002590359241974341,1,0.0001586389685476582,-0.00010039695564977589
7498,3.827287006597691e-05,1,8.321774006767167e-05,4.494487000169476e-05
7501,5.1571399638046856e-05,1,0.00012076729060311978,6.919589096507292e-05
7503,4.0681075949250624e-05,1,9.145802881490805e-05,5.077695286565743e-05
7513,3.382362353608641e-05,1,5.537801955182187e-05,2.155439601573546e-05
7518,3.497695021228165e-05,1,7.687994144470391e-05,4.190299123242226e-05
7523,6.2750517820084e-05,1,0.00021312406667321496,0.00015037354885313094
7526,3.298303095558881e-05,1,5.371662755787346e-05,2.0733596602284644e-05
7528,6.648949905358984e-05,1,0.00022368862727914236,0.00015719912822555253
7657,0.0007014117848903712,0,0.000469717657788936,-0.00023169412710143523
7668,0.00010926055118973807,0,8.512211380647965e-05,-2.4138437383258414e-05
7695,0.00015618160523375035,0,0.00011032696310459396,-4.585464212915639e-05
7721,8.10154535270628e-05,0,5.856871707080724e-05,-2.244673645625556e-05
7807,0.0001163773468817524,0,7.564566752412561e-05,-4.073167935762678e-05
7897,0.0001436629606938446,1,0.00023477260031295815,9.110963961911356e-05
7933,0.00010123148784688066,0,5.073512084726116e-05,-5.0496366999619495e-05
8026,0.00014527252426498727,1,0.00011747510459083583,-2.7797419674151447e-05
8074,0.00012994024178234734,0,9.490955932872253e-05,-3.50306824536248e-05
8100,0.000237143578116721,0,0.00018371134396976871,-5.3432234146952274e-05
8130,0.00023829454119689457,0,0.00017993342619472408,-5.8361115002170485e-05
8188,3.0205941405388305e-05,1,6.261555768261978e-05,3.240961627723147e-05
8264,0.00015281550605231913,0,9.39587510522531e-05,-5.885675500006603e-05
8280,6.032105118811626e-05,0,3.5804024018723816e-05,-2.4517027169392444e-05
8345,0.00012838976882649693,0,0.00010805033992759388,-2.0339428898903043e-05
8363,9.335286369670515e-05,1,7.771255823235986e-05,-1.5640305464345285e-05
8510,0.00016524268057917308,0,0.0001232891602241753,-4.195352035499779e-05
8582,0.00016476552030517843,0,0.00010497827550738161,-5.978724479779682e-05
8609,0.00020115622967466147,1,0.00032043995112400925,0.00011928372144934778
8620,4.8508436325299815e-05,1,9.028489613826462e-05,4.1776459812964804e-05
8899,0.00020526942421295513,0,0.0001639521941325508,-4.1317230080404325e-05
8985,9.128539242852584e-05,1,0.0001339318347096317,4.2646442281105875e-05
9079,6.501147540491283e-05,0,3.1741997888691045e-05,-3.3269477516221784e-05
9222,0.0006536689733506613,1,0.000419789388078851,-0.00023387958527181028
9232,8.00999608975803e-05,0,5.5875569937689196e-05,-2.4224390959891106e-05
9240,8.183780358188117e-05,1,0.000355762402705756,0.0002739245991238748
9242,0.00011726516621690742,1,0.00013605272895383114,1.8787562736923718e-05
9251,9.198912094752556e-05,0,6.241149619226265e-05,-2.957762475526291e-05
9271,0.00029609259192412324,0,0.00021636679509731506,-7.972579682680818e-05
9293,8.333566218836632e-05,0,5.0806420101598814e-05,-3.25292420867675e-05
9343,7.468461008554947e-05,1,7.41361660758759e-05,-5.484440096735737e-07
9375,0.000174263099152301,1,0.0003331056880601498,0.0001588425889078488
9411,0.000135111201080885,0,8.377144218907142e-05,-5.1339758891813585e-05
9520,0.00014418411940917675,0,9.116637865705517e-05,-5.301774075212157e-05
9857,0.00010380635525892272,0,6.149309683386367e-05,-4.231325842505905e-05
9961,0.0002747460844143484,1,0.0002868278792043182,1.2081794789969781e-05
9963,0.00027630159201819825,0,0.000140861024202089,-0.00013544056781610925
9978,6.757038841666137e-05,1,7.59892619946459e-05,8.418873577984527e-06
9991,0.00016524120590698385,1,0.00014334139193415772,-2.1899813972826128e-05
9994,0.0002226752571929447,0,0.00012026284194267619,-0.00010241241525026852
10001,4.655248485802956e-05,1,6.292531792994958e-05,1.637283307192002e-05
10040,4.74888674543024e-05,1,3.432484277969827e-05,-1.3164024674604134e-05
10088,0.00010727486195001117,1,0.00021667239418857737,0.0001093975322385662
10116,0.00020767973170092083,0,0.0001203382745496254,-8.734145715129543e-05
10144,7.557723363081903e-05,0,4.458784655412081e-05,-3.0989387076698226e-05
10193,0.00023323194451523155,0,0.00013567368813721548,-9.755825637801607e-05
10212,1.3450332962178015e-05,1,3.2776258509006714e-05,1.93259255468287e-05
10214,1.3789936883130102e-05,1,2.9471847007110127e-05,1.5681910123980027e-05
10215,1.703654263906437e-05,1,3.4753524757460166e-05,1.7716982118395796e-05
10222,1.2964478901959225e-05,1,3.4535432496912796e-05,2.157095359495357e-05
10265,0.00015909958308142172,1,0.00014199502467556675,-1.7104558405854967e-05
10286,0.00015122704003426885,1,0.00024071380305448216,8.948676302021331e-05
10304,8.613323327775507e-05,1,0.0001285256618052901,4.2392428527535014e-05
10337,0.0001695364888379651,1,0.00011878610719425819,-5.0750381643706926e-05
10344,0.0001342300583722479,1,0.000168546815569542,3.43167571972941e-05
10349,0.000162893005253856,1,0.00032455426907571094,0.00016166126382185494
10358,8.127523343228702e-05,1,0.00010556209079110401,2.428685735881699e-05
10405,0.00012937298787659457,0,8.100769149489045e-05,-4.836529638170412e-05
10451,0.00022043332405570284,1,0.0003383475387412038,0.00011791421468550095
10462,9.354441335053903e-05,1,0.00024089649578388564,0.00014735208243334662
10506,0.0001029948039680973,1,0.00036344944734293245,0.00026045464337483515
10565,5.6297940879268193e-05,0,3.726437342653623e-05,-1.9033567452731965e-05
10707,0.00016129486722639058,0,0.00010553648800116026,-5.5758379225230323e-05
10843,3.137765957887484e-05,1,4.2495948571881564e-05,1.1118288993006721e-05
10854,3.1256232155893176e-05,1,0.00018237434404222221,0.00015111811188632903
10859,4.392707947665499e-05,1,0.00011787712438835226,7.395004491169728e-05
4,0.00024706701630655405,1,0.0010853596696728403,0.0008382926533662862
8,0.00017049373926536498,1,0.0007662571200093791,0.000595763380744014
13,0.0008142637148916883,1,0.0008717121165667084,5.744840167502005e-05
93,0.0002190897956485144,1,0.0008633673305028318,0.0006442775348543174
104,6.818914691705442e-05,1,0.00014842162881428353,8.023248189722911e-05
129,0.00011153009248167294,1,0.00015639554585894234,4.48654533772694e-05
635,0.00020119690597620918,1,0.000803954176143037,0.0006027572701668278
643,0.0006576476922543348,0,0.00037110054148930085,-0.000286547150765034
938,0.00023074825081198053,1,0.0007215066143884008,0.0004907583635764203
964,0.00018203683968121478,1,0.0008431739324953325,0.0006611370928141177
1439,0.0005717494042863173,0,0.0003835712634476971,-0.00018817814083862017
1639,6.333533332366948e-05,1,0.00021885979599851817,0.0001555244626748487
1675,0.0001917699836426661,1,0.000724944262980704,0.0005331742793380379
1735,0.0003788101293419013,1,0.0012025034987921419,0.0008236933694502405
1756,0.0003801930636524837,1,0.001236065545593412,0.0008558724819409283
1771,0.0001700354999296938,1,0.0006678498741863088,0.000497814374256615
1774,0.00031109799690021963,1,0.001095092953522363,0.0007839949566221434
1775,0.00029468989925786793,1,0.0012052544023084108,0.0009105645030505428
1776,0.0003022160891412204,1,0.001192169769956646,0.0008899536808154257
1779,0.0003596738156584703,1,0.0011896378694108633,0.000829964053752393
1780,0.0003861577893195248,1,0.0009206719148089254,0.0005345141254894006
1784,0.00057747552549095,0,0.0004791885266694091,-9.828699882154094e-05
1786,0.000296058411820874,1,0.0010433742082153429,0.000747315796394469
1789,0.00028760244204910004,1,0.0009342919000481385,0.0006466894579990384
1790,0.00035711472957919774,1,0.0013989805235680834,0.0010418657939888856
1791,0.00024206912351147156,1,0.0009460993405428306,0.000704030217031359
1792,0.0004339043281494564,1,0.0009501238950728122,0.0005162195669233558
1796,0.0003295146910746793,1,0.0008968395319521982,0.0005673248408775189
1798,0.0002475738632786931,0,7.006811728344642e-05,-0.0001775057459952467
1799,0.0002160015320909746,0,5.721259133450325e-05,-0.00015878894075647135
1802,0.0002371313204179275,1,0.0009431508040202744,0.000706019483602347
1803,0.00034544644793255656,1,0.001090194110051392,0.0007447476621188355
1804,0.00030309791994799257,0,7.701544235546142e-05,-0.00022608247759253115
1808,0.00027907259045856025,1,0.0010746323263556117,0.0007955597358970513
1809,0.0002861392838126292,1,0.0009822730704239745,0.0006961337866113453
1810,0.00029723138651223754,1,0.0011150675439620774,0.0008178361574498398
1811,0.0003134703897134188,1,0.0008035245038862536,0.0004900541141728348
1812,0.00033064286398356516,1,0.0011941297973314796,0.0008634869333479145
1813,0.0007346325681045846,1,0.0009678608334019895,0.00023322826529740496
1814,0.000266195910253708,1,0.0009679185800365998,0.0007017226697828918
1815,0.0002590451427533046,1,0.0009937852692425506,0.0007347401264892461
1816,0.00022686759992497673,1,0.0007224673639280177,0.000495599764003041
1817,0.0003414257150412495,1,0.0010224019072649,0.0006809761922236504
1818,0.0002980843198510895,1,0.0008793458503782116,0.000581261530527122
1822,0.0002684449538209397,1,0.0008180335777887287,0.000549588623967789
1826,0.0002194755982748698,0,0.00010602689263897775,-0.00011344870563589206
1838,0.0003565874775262944,0,0.0001667699240785822,-0.0001898175534477122
1870,0.0001703005666042633,1,0.0006343297510106157,0.00046402918440635236
1890,0.000308961685542908,1,0.001014303689044162,0.000705342003501254
1911,0.0004558844461580166,0,0.0002025685193593011,-0.0002533159267987155
1952,0.0003094002159698726,1,0.0010336842239155096,0.0007242840079456369
1954,0.0003327624485147434,1,0.0012014900307950065,0.000868727582280263
1965,0.0003131064206829074,0,0.00012581363983825362,-0.00018729278084465378
2000,0.00018562637107680585,1,0.0007368291486982513,0.0005512027776214455
2001,8.133650895887106e-05,1,0.0002487044376896631,0.00016736792873079203
2222,8.692894482457581e-05,1,0.0002220341391091743,0.00013510519428459847
2248,0.0002558104259970326,1,0.0008215909769058166,0.000565780550908784
2251,3.800239669826425e-05,1,0.00015620200666955071,0.00011819960997128646
2470,0.0002561194729270948,1,0.0010064289122465795,0.0007503094393194847
2571,6.893870014393618e-05,1,0.00015467846815399327,8.57397680100571e-05
2604,4.853996017525209e-05,1,9.37796982756591e-05,4.5239738100407005e-05
2621,0.0001041866347077086,0,5.7797537818764915e-05,-4.6389096888943685e-05
2637,8.765745443542666e-05,1,0.00015101251045480848,6.335505601938182e-05
2813,9.125973424828136e-05,1,0.00011779999411820177,2.654025986992041e-05
2860,0.0001946094882468932,0,7.149968835262147e-05,-0.00012310979989427174
2911,0.00027170299774218333,1,0.0006873865010436506,0.00041568350330146726
2943,0.00021004354275278638,1,0.0007618483373789755,0.0005518047946261892
3106,3.81700604019867e-05,1,0.00024456911541557075,0.00020639905501358403
3133,4.1012924696942186e-05,1,0.00023507667398282132,0.00019406374928587913
3141,3.774121265980682e-05,1,0.00020511933770055786,0.00016737812504075104
3147,5.733692334324111e-05,1,0.0003345647822793356,0.00027722785893609446
3150,5.906198247264193e-05,1,0.00023829084493673304,0.0001792288624640911
3359,0.0004924729549189448,0,0.00023817865715119552,-0.0002542942977677493
3362,3.960225512310023e-05,0,2.499753052546929e-05,-1.4604724597630938e-05
3471,9.015994086839658e-05,0,5.011658629508124e-05,-4.004335457331534e-05
3504,4.0776926673970025e-05,1,0.00011754227444731781,7.676534777334779e-05
3537,3.646396457041816e-05,1,0.00010945392285654549,7.298995828612733e-05
3633,0.00022661655005124466,0,9.700780946299961e-05,-0.00012960874058824505
3748,9.136938337315282e-05,1,0.0001954688763764872,0.00010409949300333437
3765,4.32728032351124e-05,1,7.584935158978574e-05,3.257654835467334e-05
4050,0.00023487765614344056,1,0.0007893594775013324,0.0005544818213578919
4057,0.00014309053319706206,1,0.0005396719020449628,0.0003965813688479008
4087,0.0001913609805947091,1,0.0008083395795882453,0.0006169785989935362
4088,0.0003568080336521226,1,0.0009806804855876446,0.0006238724519355219
4096,0.00021002680935468287,1,0.0007752705939271309,0.000565243784572448
4114,4.720984212740009e-05,1,7.57921468224632e-05,2.858230469506311e-05
4138,0.00018648484120046348,1,0.0008445910580998646,0.0006581062168994011
4142,3.532903928338594e-05,1,6.183227280706013e-05,2.6503233523674194e-05
4184,0.00022977674568939115,1,0.000177282880402303,-5.2493865287088156e-05
4243,6.497271511547712e-05,1,0.000123888424699821,5.891570958434388e-05
4266,0.0013503252298794647,1,0.0009138403656667438,-0.0004364848642127209
4314,5.9663129264593754e-05,0,1.622776154841466e-05,-4.3435367716179094e-05
4357,1.910394686195067e-05,1,8.990342736153163e-05,7.079948049958096e-05
4476,0.00045599408331069714,1,0.0006510448967708804,0.00019505081346018322
4499,0.0001680071956912504,1,0.0005451676617129134,0.00037716046602166296
4522,9.495507858656423e-05,1,0.0002686383530014744,0.00017368327441491014
4539,0.00022374025546095957,1,0.0006728170095812759,0.00044907675412031634
4579,0.00024055123341625768,0,7.686584340132059e-05,-0.0001636853900149371
4600,0.00015970917713124358,1,0.00017476777851370198,1.5058601382458403e-05
4666,0.00023210577236639922,0,6.544011592826227e-05,-0.00016666565643813695
4682,0.00021095406132276253,1,0.000789363665372168,0.0005784096040494055
4715,0.0003162740168988368,0,0.0001649991370924123,-0.00015127487980642448
4716,0.000255648809839442,1,0.0006561547208341733,0.0004005059109947313
4717,0.0002176314459091352,1,0.0009489592310206419,0.0007313277851115068
4720,0.00026687456144994514,1,0.0010226420734762455,0.0007557675120263003
4723,0.0001573872696214764,1,0.0006064476043932497,0.00044906033477177333
4736,0.0006838902780872915,1,0.0007446470416862151,6.075676359892359e-05
4750,5.071391923515538e-05,1,0.00012444205079233767,7.372813155718229e-05
4755,0.0001986237497156092,1,0.0006656950440464826,0.0004670712943308734
4769,0.00020278850884239487,1,0.0006801042057460521,0.00047731569690365725
4773,0.00013380165212607855,1,0.0005205433544993647,0.0003867417023732862
4775,0.00014398326890911672,1,0.0005890547897063819,0.00044507152079726513
4777,0.00013898438022427016,1,0.0006884480355787743,0.0005494636553545042
4782,0.00040802130779710844,0,0.00024274406415026513,-0.0001652772436468433
4784,0.00014290383943961355,1,0.0006153437240002145,0.00047243988456060094
4788,0.000180363820979639,1,0.0007567500133568237,0.0005763861923771847
