node,class,score
6049,1,3.4794952807260166e-06
6084,1,4.6336266664106674e-05
6094,0,-6.257250372051952e-05
6153,0,-1.5483901092215723e-05
6311,1,1.8338328037509008e-05
6322,1,1.229646132939773e-05
6417,1,-9.234891284963273e-06
6485,0,-1.7849132602246374e-05
6514,0,-5.226508033157688e-05
6588,0,-0.00012161447373081242
6636,0,-6.765570788401042e-05
6709,0,-3.100934170296949e-05
6716,0,-3.226069690886942e-05
6802,0,-4.523689917631973e-05
6855,1,-6.695445112056965e-05
6897,1,-2.756045184823541e-05
6960,1,-9.405792570172722e-07
6984,1,3.057727942970984e-05
7060,0,-0.0002234839463898851
7104,1,4.397904680911112e-05
7105,0,-0.00010636693332547825
7111,1,2.2568296118280576e-05
7112,0,-1.0734187537888867e-05
7141,0,-9.476972067210237e-05
7146,0,-4.4794744229445024e-05
7198,1,3.0797480467270784e-05
7202,0,-8.95585575700182e-05
7252,1,7.038108805923363e-05
7253,1,6.240046707533864e-05
7266,1,8.034983990382893e-05
7302,0,-7.942174892260106e-05
7306,1,3.0142153650549786e-05
7316,1,7.433428780199592e-05
7331,0,-7.443019688007706e-05
7355,0,-5.2113179258379056e-05
7407,1,-1.8243845177200586e-05
7446,1,-0.00010039695564977589
7498,1,4.494487000169476e-05
7501,1,6.919589096507292e-05
7503,1,5.077695286565743e-05
7513,1,2.155439601573546e-05
7518,1,4.190299123242226e-05
7523,1,0.00015037354885313094
7526,1,2.0733596602284644e-05
7528,1,0.00015719912822555253
7657,0,-0.00023169412710143523
7668,0,-2.4138437383258414e-05
7695,0,-4.585464212915639e-05
7721,0,-2.244673645625556e-05
7807,0,-4.073167935762678e-05
7897,1,9.110963961911356e-05
7933,0,-5.0496366999619495e-05
8026,1,-2.7797419674151447e-05
8074,0,-3.50306824536248e-05
8100,0,-5.3432234146952274e-05
8130,0,-5.8361115002170485e-05
8188,1,3.240961627723147e-05
8264,0,-5.885675500006603e-05
8280,0,-2.4517027169392444e-05
8345,0,-2.0339428898903043e-05
8363,1,-1.5640305464345285e-05
8510,0,-4.195352035499779e-05
8582,0,-5.978724479779682e-05
8609,1,0.00011928372144934778
8620,1,4.1776459812964804e-05
8899,0,-4.1317230080404325e-05
8985,1,4.2646442281105875e-05
9079,0,-3.3269477516221784e-05
9222,1,-0.00023387958527181028
9232,0,-2.4224390959891106e-05
9240,1,0.0002739245991238748
9242,1,1.8787562736923718e-05
9251,0,-2.957762475526291e-05
9271,0,-7.972579682680818e-05
9293,0,-3.25292420867675e-05
9343,1,-5.484440096735737e-07
9375,1,0.0001588425889078488
9411,0,-5.1339758891813585e-05
9520,0,-5.301774075212157e-05
9857,0,-4.231325842505905e-05
9961,1,1.2081794789969781e-05
9963,0,-0.00013544056781610925
9978,1,8.418873577984527e-06
9991,1,-2.1899813972826128e-05
9994,0,-0.00010241241525026852
10001,1,1.637283307192002e-05
10040,1,-1.3164024674604134e-05
10088,1,0.0001093975322385662
10116,0,-8.734145715129543e-05
10144,0,-3.0989387076698226e-05
10193,0,-9.755825637801607e-05
10212,1,1.93259255468287e-05
10214,1,1.5681910123980027e-05
10215,1,1.7716982118395796e-05
10222,1,2.157095359495357e-05
10265,1,-1.7104558405854967e-05
10286,1,8.948676302021331e-05
10304,1,4.2392428527535014e-05
10337,1,-5.0750381643706926e-05
10344,1,3.43167571972941e-05
10349,1,0.00016166126382185494
10358,1,2.428685735881699e-05
10405,0,-4.836529638170412e-05
10451,1,0.00011791421468550095
10462,1,0.00014735208243334662
10506,1,0.00026045464337483515
10565,0,-1.9033567452731965e-05
10707,0,-5.5758379225230323e-05
10843,1,1.1118288993006721e-05
10854,1,0.00015111811188632903
10859,1,7.395004491169728e-05
4,1,0.0008382926533662862
8,1,0.000595763380744014
13,1,5.744840167502005e-05
93,1,0.0006442775348543174
104,1,8.023248189722911e-05
129,1,4.48654533772694e-05
635,1,0.0006027572701668278
643,0,-0.000286547150765034
938,1,0.0004907583635764203
964,1,0.0006611370928141177
1439,0,-0.00018817814083862017
1639,1,0.0001555244626748487
1675,1,0.0005331742793380379
1735,1,0.0008236933694502405
1756,1,0.0008558724819409283
1771,1,0.000497814374256615
1774,1,0.0007839949566221434
1775,1,0.0009105645030505428
1776,1,0.0008899536808154257
1779,1,0.000829964053752393
1780,1,0.0005345141254894006
1784,0,-9.828699882154094e-05
1786,1,0.000747315796394469
1789,1,0.0006466894579990384
1790,1,0.0010418657939888856
1791,1,0.000704030217031359
1792,1,0.0005162195669233558
1796,1,0.0005673248408775189
1798,0,-0.0001775057459952467
1799,0,-0.00015878894075647135
1802,1,0.000706019483602347
1803,1,0.0007447476621188355
1804,0,-0.00022608247759253115
1808,1,0.0007955597358970513
1809,1,0.0006961337866113453
1810,1,0.0008178361574498398
1811,1,0.0004900541141728348
1812,1,0.0008634869333479145
1813,1,0.00023322826529740496
1814,1,0.0007017226697828918
1815,1,0.0007347401264892461
1816,1,0.000495599764003041
1817,1,0.0006809761922236504
1818,1,0.000581261530527122
1822,1,0.000549588623967789
1826,0,-0.00011344870563589206
1838,0,-0.0001898175534477122
1870,1,0.00046402918440635236
1890,1,0.000705342003501254
1911,0,-0.0002533159267987155
1952,1,0.0007242840079456369
1954,1,0.000868727582280263
1965,0,-0.00018729278084465378
2000,1,0.0005512027776214455
2001,1,0.00016736792873079203
2222,1,0.00013510519428459847
2248,1,0.000565780550908784
2251,1,0.00011819960997128646
2470,1,0.0007503094393194847
2571,1,8.57397680100571e-05
2604,1,4.5239738100407005e-05
2621,0,-4.6389096888943685e-05
2637,1,6.335505601938182e-05
2813,1,2.654025986992041e-05
2860,0,-0.00012310979989427174
2911,1,0.00041568350330146726
2943,1,0.0005518047946261892
3106,1,0.00020639905501358403
3133,1,0.00019406374928587913
3141,1,0.00016737812504075104
3147,1,0.00027722785893609446
3150,1,0.0001792288624640911
3359,0,-0.0002542942977677493
3362,0,-1.4604724597630938e-05
3471,0,-4.004335457331534e-05
3504,1,7.676534777334779e-05
3537,1,7.298995828612733e-05
3633,0,-0.00012960874058824505
3748,1,0.00010409949300333437
3765,1,3.257654835467334e-05
4050,1,0.0005544818213578919
4057,1,0.0003965813688479008
4087,1,0.0006169785989935362
4088,1,0.0006238724519355219
4096,1,0.000565243784572448
4114,1,2.858230469506311e-05
4138,1,0.0006581062168994011
4142,1,2.6503233523674194e-05
4184,1,-5.2493865287088156e-05
4243,1,5.891570958434388e-05
4266,1,-0.0004364848642127209
4314,0,-4.3435367716179094e-05
4357,1,7.079948049958096e-05
4476,1,0.00019505081346018322
4499,1,0.00037716046602166296
4522,1,0.00017368327441491014
4539,1,0.00044907675412031634
4579,0,-0.0001636853900149371
4600,1,1.5058601382458403e-05
4666,0,-0.00016666565643813695
4682,1,0.0005784096040494055
4715,0,-0.00015127487980642448
4716,1,0.0004005059109947313
4717,1,0.0007313277851115068
4720,1,0.0007557675120263003
4723,1,0.00044906033477177333
4736,1,6.075676359892359e-05
4750,1,7.372813155718229e-05
4755,1,0.0004670712943308734
4769,1,0.00047731569690365725
4773,1,0.0003867417023732862
4775,1,0.00044507152079726513
4777,1,0.0005494636553545042
4782,0,-0.0001652772436468433
4784,1,0.00047243988456060094
4788,1,0.0005763861923771847
4793,1,0.0007337285038753236
4797,1,0.0009294048787534656
4800,1,0.0005821265471629514
4802,1,0.0004908695927329252
4813,1,0.0004654577064151993
4826,1,0.000413277388426668
4842,1,0.00011253354573226193
4848,1,0.00048577477394127783
4854,1,0.0006324151199024375
4858,0,-0.00014487858911934367
4951,0,-0.00012634848375406256
5119,1,0.0005508081413902254
5131,1,0.00015893033616788308
5152,1,0.00017504356852867642
5169,1,7.100772568240248e-05
5171,1,0.00038371960515524685
5190,1,4.5148277074233364e-05
5260,0,-3.936509178932021e-05
5313,0,-0.0001474844519099588
5315,0,-0.00012022867523331439
5316,0,-0.00012364191999271327
5317,0,-0.00026821351904259764
5319,1,0.0007662328353665903
5320,0,-0.00020748099409829366
5321,0,-0.0001459186767324823
5322,0,-0.00020640734615443268
5323,0,-4.529333560332916e-05
5324,1,0.000597349759474674
5325,0,-0.00016975676810181354
5326,0,-0.00023050755860899147
5328,1,0.0006454797256509358
5330,0,-2.734436442237303e-05
5331,0,-9.085152977220354e-05
5332,0,-0.00018420416696766272
5335,0,-0.00012430318463133182
5336,1,0.0005687664510115387
5337,0,-0.00015276356196493128
5338,0,-0.00018550244853658912
5339,0,-0.000307969811936686
5341,0,-0.00041042203089571895
5342,0,-0.00010736689053158409
5343,1,1.0003632113710949e-05
5344,0,-0.00018284481766735845
5346,1,0.00042368503508327096
5347,0,-0.00015829518761107164
5349,0,-0.0001493039060347416
5350,0,-0.00014660228503314391
5351,1,0.0006739474591069719
5352,1,0.0005173558264303501
5353,1,0.0008768658006204477
5354,0,-0.00014395730922242648
5355,0,-0.00018649563844128918
5357,1,0.0004564762890331677
5359,0,-0.00013036105465503544
5362,1,0.0005364528034473112
5365,0,-0.0001706734138874761
5366,0,-0.0001905005001355181
5367,1,0.0007500592961181516
5368,1,0.00014731030298554214
5371,1,0.0004566439475407496
5372,1,0.000623628489589185
5373,1,0.00011079902461189083
5375,1,0.000656155503824505
5377,1,0.0005734289148788664
5378,0,-0.000171741682210055
5379,1,0.0007898003954952453
5380,1,0.00037515008719262545
5381,1,0.0005764484859874608
5382,1,0.0003859166731190603
5383,1,0.0008282645824090953
5384,0,-0.00017176658550982789
5385,0,-0.00015786304542469688
5386,1,0.0004456485295707259
5389,1,0.00043346298543451076
5391,0,-0.00016451841797865548
5392,0,-0.00014209415013113295
5396,1,0.0007493803488158326
5397,1,0.0008365835262672632
5403,1,0.0006632563105182778
5404,0,-0.00019000243533272306
5407,0,-0.00013560308140537963
5409,1,0.0006095583995288569
5410,1,0.0007364006261001415
5469,0,-0.00012513401158751946
5479,1,7.517602932355578e-05
5484,1,0.0005169865672689226
5491,1,0.000502590706105873
5711,1,0.000570318362710932
5712,1,0.0005292451359397834
5713,1,0.0005949816616639505
5714,1,0.0004899015071194914
5715,1,0.000953972508593925
5716,1,0.0007300016376930144
5717,1,0.0005892611735959308
5719,1,0.0006586799715010903
5720,1,0.0009698932517273791
5721,0,-0.00014315226379185965
5722,1,0.0005142008391712205
5724,1,0.0007696377356049364
5727,0,-0.00015753505833231485
5729,1,0.0005169099423693831
5730,1,0.0010333621968073063
5733,0,-0.0001766064916253055
5736,1,0.0003590272224573683
5739,1,0.0004139287356684193
5740,0,-4.877208144784497e-05
5741,1,0.0001836322136577995
5744,1,0.00023267231787298332
5745,1,0.00023341264035593994
5746,1,0.00033621634761257086
5748,0,-7.01715272384959e-05
5751,1,0.0002069514391208082
5753,1,0.00024160544090020267
5754,1,0.00022892175610526465
5758,0,2.740068296654206e-05
5759,1,0.00016912960237568851
5760,0,-5.925592393149552e-05
5763,1,0.0002528058358245964
5764,1,0.0003121362829112442
5765,1,0.0002723056139207003
5766,1,0.00020082373902376526
5777,1,0.000276801815828757
5778,1,0.00020409320637329971
5781,1,0.0002047233532835035
5783,1,0.00016435408644268425
5784,1,0.00013607717767767644
5868,1,4.046584482790693e-05
5893,0,-6.719716369210464e-05
5950,1,0.00043762708457936207
5966,1,0.0007744213728831319
5979,1,0.0005207252277762218
6453,1,9.977652583582329e-05
6467,1,0.00011135566915055214
6472,1,0.00010413796395479849
6473,1,0.00017033889747720393
6500,1,0.0006879829297286558
6501,1,0.00010600505687800503
6668,1,0.00015204326883432555
6695,1,0.00012682172474421473
6757,1,3.419609583557612e-05
7039,1,0.0006614444169061704
7086,0,-7.589839611490822e-05
7157,0,-5.373861619020167e-05
7751,1,0.0006518294439768063
7752,1,0.0005201397062082502
8017,0,-4.413138305162375e-05
8189,1,1.2101437933447357e-05
8226,0,-6.860084762195278e-05
8900,0,-0.00011652918408288933
9016,0,-0.0001892228882975809
9137,1,0.00024597627608688455
9154,1,0.0005774978342095133
9248,1,3.301373611976836e-05
9681,1,1.0646818185952684e-05
9690,1,-0.0003346258747810901
9695,1,6.487988092122114e-05
9813,1,4.483848104415306e-05
9868,1,0.0002625905762025709
10014,0,-8.438532731778012e-06
10249,0,-5.774951942051149e-05
10444,1,0.00062176386705908
10445,1,0.00045813929290545443
10457,1,0.0006143033828833604
10464,0,-0.00029802490489906695
10472,0,-0.00013708150536106576
10479,1,0.0006033706497286572
10487,1,0.0006832492048751643
10488,1,0.0005670251215019086
10490,0,-0.00015245907376066573
10498,1,0.0004882219018389791
10503,1,9.923656869797072e-05
10515,1,0.0006251115584051125
10516,1,0.00011505990721976543
10518,1,0.0007832120068675405
10519,1,0.0005918583243662087
10521,1,0.0006556095330064383
10555,1,0.00047676392969721115
10582,1,4.7637777664852874e-05
10590,1,0.0004266646829296126
5,1,4.980375475720991e-05
6,1,0.00024143806072428643
14,1,0.00010957503581445675
331,0,-2.739291880705446e-05
429,0,-3.190874938954409e-05
700,0,-1.5148409894527918e-05
1004,0,4.1710027951769783e-05
1167,0,-6.949002843620604e-05
1502,0,-4.9209789081020396e-05
2042,1,-5.146119920570886e-05
2084,0,-2.1142139148979796e-05
2354,0,-4.5104639518596486e-05
2532,1,3.806993256053154e-06
3019,0,-1.4626994245005635e-05
3481,0,-3.324138508358886e-05
3513,1,1.9401163849330397e-05
3567,0,-3.605750069972423e-05
3690,1,-0.0003462448117844948
3994,1,0.00010780241381166302
4523,1,2.973137654401609e-05
4541,0,-5.867628354323187e-05
4556,0,-8.398340360192834e-05
4590,1,-9.774015383877413e-05
4698,0,-3.2371923240106434e-05
4732,1,4.22222947905478e-05
4768,1,0.00011980246418347046
4789,1,1.1865934707165504e-05
4795,1,9.552840795463084e-05
4812,1,7.71915712352852e-05
4814,0,-5.724746598459625e-05
4819,1,0.00016605857316509892
4820,1,7.660348776603904e-05
4821,1,8.509439185021103e-05
4825,1,3.2196526064705864e-05
4828,1,7.921972891492491e-05
4829,1,7.276359846760977e-05
4830,1,4.4749023570875125e-05
4831,1,-1.3355700474405296e-05
4833,1,7.232026346364734e-05
4834,1,0.00014915175984405013
4835,0,5.774599424574454e-05
4836,1,0.0001529438101913931
4840,1,5.341986718040054e-05
4843,1,4.590270262273001e-05
4845,0,-4.9221877392458677e-05
4846,1,3.906519564028313e-05
4847,0,-5.659413173470033e-05
4849,1,0.00016350009178943187
4850,1,9.404898254304765e-05
4852,1,8.163500085977478e-05
4859,1,0.0002594140729298577
4860,1,5.6748851095213484e-05
4920,0,-0.00022680842447307892
4975,1,0.00015249607515471455
5522,1,9.849845898971836e-05
5611,1,5.5626915304748755e-05
5653,1,4.688359674006935e-05
5664,1,6.605069703886313e-05
5987,1,-5.738013184767099e-06
6002,0,-3.4131219623948065e-05
6091,0,-4.639899628452123e-05
6461,1,-0.00010205276192929584
6678,0,-2.202553526325833e-05
6785,0,-1.5994912253255168e-05
6874,1,-5.150280910502684e-05
6892,1,2.3167100592501428e-05
7030,0,-8.747677540144536e-06
7260,1,0.00010917988771767836
7519,1,-0.0003606547239947108
7601,0,-1.289799925001167e-05
7650,0,-3.8863188750620084e-05
7686,0,-0.00021685199064060346
7748,1,8.355855019123414e-05
7793,0,-5.189416314213926e-05
7868,1,2.9462236551693486e-05
7873,1,3.7614515657626566e-05
8680,1,3.551823493299299e-05
8681,0,-2.5513880519862072e-05
9192,1,-4.611828163189559e-05
9268,0,-5.806042504372013e-05
9551,0,-3.7942314199700397e-06
9638,1,3.8902413242362626e-05
9729,1,3.816730710528825e-05
10059,1,6.663870374597509e-06
10079,1,2.8752193392535857e-05
10199,1,4.397198647182116e-05
10372,0,-1.647148469917664e-05
10517,1,0.00013350443585984827
10567,0,-3.156060063855089e-05
10862,1,3.836548239885757e-05
7,1,-2.6393861857044638e-05
16,1,6.0233677723339475e-05
66,1,0.00019417245813110548
83,1,0.00017739712845430585
91,1,0.0002561689330598374
158,0,-6.732202402696453e-06
193,0,-7.407731952028748e-05
243,1,7.11120424434995e-05
294,0,-6.70919200040228e-05
320,1,5.411506115182531e-05
329,1,-5.5684208241970126e-05
472,0,-5.442276640842167e-05
538,1,-0.00010076019099580278
565,1,0.00042441370351504803
575,1,0.00037963016896790135
588,1,0.00048225257909802416
592,1,0.00036756060137740925
598,1,1.4007413488393281e-05
945,1,0.00026592171610621503
972,0,-9.260135710371158e-05
1041,0,-7.943064480756589e-05
1088,0,-7.351547404857488e-05
1239,1,-4.085086157036978e-05
1245,1,-0.00014224730810767956
1250,0,-7.012885194773155e-05
1251,0,-8.227504609758874e-05
1350,0,-9.871078795525915e-05
1453,0,8.725275848133081e-06
1515,0,-5.0508951368812504e-05
1614,1,6.3929163616943e-05
1684,1,6.68497976602505e-05
1740,1,0.0001453579737051291
1754,1,0.00025455581772925806
1763,0,-0.00022373454576161524
1915,1,0.00019212606193739554
1945,1,0.00021520860697251851
1949,0,-0.00018576182135085034
1971,1,0.0003509585290146155
1996,1,0.00010432484482320866
2003,1,0.00029270221033265325
2017,0,-1.1408290210341188e-05
2026,0,-0.00010171337664902849
2039,1,-6.781478745452086e-05
2076,1,-0.000552420661287053
2146,0,-8.552872068759375e-05
2297,0,-6.990579659911664e-05
2367,1,-0.000461533154837688
2390,0,-7.794653323978389e-05
2480,1,0.00022889826066007946
2504,1,0.0001402044469710505
2539,1,0.0002225294759757861
2611,1,-0.00033591769290059744
2784,0,-0.00014579733451263816
2916,0,-0.0001272721289863048
3083,0,-7.858719810688398e-05
3097,1,2.1655655840158198e-05
3297,0,-7.298256741748068e-05
3340,1,1.280295878823429e-05
3418,0,-6.427126905038269e-05
3439,1,0.00013706339945285584
3447,0,-3.274175470834918e-05
3639,0,-0.0003115656098405554
3705,0,-5.62503978779228e-05
3713,0,-0.00011746534378367002
3715,1,0.0001627058089591585
3717,1,0.00022120615607347228
3725,1,0.00023113547003547258
3727,0,-0.0002584406478744218
3922,0,-5.991228557961869e-05
3959,0,-7.226244029721779e-05
3961,1,0.00011807399306044676
3989,0,-7.95260542897308e-05
4051,1,4.025096714131895e-05
4060,1,1.5317581451580666e-05
4094,1,2.7738580092053953e-05
4113,1,0.0001960647660153455
4122,1,0.00022891267906349714
4123,1,3.096323198164617e-05
4129,1,6.892025663521545e-05
4143,1,0.00012246509277196132
4271,1,2.0596321827381236e-05
4289,0,-9.137897568649363e-05
4317,1,2.0235476239664145e-05
4362,1,0.0001985373395123438
4365,1,0.000127656096593308
4381,1,0.00022543197191099882
4384,0,-1.7642238373179453e-05
4385,0,-2.382286957244605e-05
4490,1,-3.213216212340225e-06
4520,0,-9.714220158149072e-05
4564,0,-7.040884844694784e-05
4575,1,4.2958118512668216e-05
4734,0,-6.864249721636717e-05
4749,1,0.0003280768501464548
4771,1,0.0002961971677425089
4774,1,0.00023011582073948937
4783,1,1.710155933917773e-05
4809,1,7.534070194050124e-05
4901,0,-6.855033769766067e-05
5034,1,0.00010491047631032392
5083,1,1.8196075150694207e-05
5132,1,0.00016096146986309948
5196,1,5.299361116306014e-05
5267,0,-7.530200187710357e-05
5282,1,2.8906623070576345e-06
5345,1,0.00011011478790001693
5486,1,0.00011614740997135513
5581,0,-6.975702760012019e-05
5629,0,-5.9539382268701286e-05
5658,1,0.00014384015282721253
5692,1,6.772947709178208e-05
5776,1,0.0004013158850365734
5896,0,-6.543890349167386e-05
6187,1,0.00016606136926792446
6192,0,-3.390111978167534e-05
6211,0,-3.471601531872732e-05
6213,1,0.00018684675852491595
6215,1,0.0001919541499261653
6217,0,-4.019896927839511e-05
6222,1,0.00019081715203518438
6234,1,0.00017142277604193228
6362,1,3.957814351813579e-05
6398,0,-7.341887637458921e-05
6430,0,-6.935461954756223e-05
6454,1,0.00043573600836696407
6547,1,0.0002411216945265251
6604,0,-0.0002329725845736916
6621,1,1.0764583874038332e-05
6667,0,-9.15635514398037e-05
6690,0,-5.6347208463074406e-05
6697,0,-6.693417453669452e-05
6854,1,-8.000453947509714e-06
6882,0,-0.0001033802497870829
6883,1,3.860420525120446e-05
6905,1,-0.0004075961840962297
6913,1,-6.300088492316674e-05
6932,1,8.167052057585144e-05
6935,1,-0.00031236244166499115
7106,1,2.804139274422699e-05
7197,1,2.309442972912634e-05
7203,1,-5.537377747396742e-06
7234,0,-0.00011260363186269397
7267,1,8.183167242428236e-05
7458,0,-5.5864596141711264e-05
7497,1,0.0001928366117563988
7502,1,0.00025021055539472257
7517,1,0.00020375553680033288
7522,1,0.0001906365248930124
7525,1,0.0001965215909239688
7568,1,2.8491997622256677e-06
7590,1,0.000133914495072135
7593,1,0.0001757656715186806
7701,0,-7.99867210862992e-05
7717,0,-6.211514309219086e-05
7735,0,-8.759599802976562e-05
7744,0,-0.00023764700877406677
7760,1,0.0003047209448315981
7885,0,-0.00010323268600042764
7918,1,0.00016624490431724637
7923,1,0.0001942647168472712
7930,1,0.00020227423190993647
7944,1,1.7556810098786615e-05
7952,1,-3.173549603476206e-05
7960,1,0.0005287027371322586
7963,1,0.0004607952089351363
7965,1,0.00045517067014040743
7970,1,0.0005222031177445947
7971,1,0.00045642413628148776
7994,1,0.0004958877492941967
8021,0,-0.0002349211709760484
8043,0,-9.390232144114067e-05
8101,0,-3.445689956271712e-05
8175,1,8.155779035242511e-05
8244,1,1.5516252087633407e-06
8246,1,-4.563423670487501e-05
8253,0,-0.0002771276751186368
8258,0,-8.279436522867153e-05
8266,1,9.192142327070393e-06
8286,1,-7.843119146329195e-05
8389,0,-5.8911312095976076e-05
8445,0,-0.00023948883812298003
8468,0,-8.079668248715311e-05
8515,0,-7.379175411885273e-05
8517,0,-5.5200791449300994e-05
8577,1,-0.00017621151847559648
8840,0,-0.0003090592206652995
8844,0,-7.343337829212477e-05
8986,1,0.0001026694243682955
9144,1,0.000436014475507602
9161,1,0.0005317208003058775
9166,1,0.000623325138937118
9193,1,0.0003050635566621199
9333,0,-0.00039723436162193324
9387,0,-9.330788744298102e-05
9434,0,-0.00011274201886623462
9519,0,-8.895645779832573e-05
9836,0,-8.864379901985737e-05
9886,0,1.4685309071721625e-05
9910,0,-6.0007804069404656e-05
9943,0,-0.00015909047734831265
10070,1,3.658861087774839e-05
10119,0,-0.00010388727310103291
10121,0,-0.00011097070409598548
10275,0,-8.925129143905231e-05
10332,1,-7.744024251111928e-06
10341,1,0.0001731091437981211
10436,1,0.0004066148416821065
10443,1,0.00024934539409072847
10446,1,0.00024243435725844668
10448,1,0.00037061834627458504
10449,1,0.0003065146378263744
10450,1,0.0003093023180520087
10468,1,0.0004191297307221146
10470,1,0.00030913482421072503
10471,1,0.0003135688474022919
10482,0,-0.00025826157413678545
10484,1,0.00021166701144029288
10486,1,0.0004237969180556446
10500,1,0.00028943230540959643
10505,1,0.0003105158131127098
10534,1,0.00036230182099646313
10585,1,0.00014575176627110436
10599,1,0.00032150492889263524
10763,1,-1.627476544043818e-05
10847,1,0.0003782434252785927
20,1,8.41227140346923e-05
96,0,-8.405181910774875e-05
143,1,-8.53125951393753e-05
