node,class,score
4406,0,5.960215439639862e-05
4423,0,1.5189640091994362e-05
4479,1,-0.000527028055538634
4493,0,1.401280745581021e-05
4516,0,-4.0545522091265266e-05
4544,0,-2.77374207856946e-06
4550,1,1.9318937479605684e-05
4601,0,-7.364205305874513e-05
4705,0,6.323352466122744e-05
4866,0,-7.02084982058019e-05
4874,0,-1.5281672222294422e-05
4877,0,2.122424243313891e-05
4881,0,-0.00015065313957497045
4890,0,0.00019589148646860185
4908,0,0.00015567211078756774
4972,1,-3.937180134569804e-06
4973,1,-0.00045979039181161377
4990,0,-1.6911961021531527e-05
5069,0,-2.1343600097721168e-05
5120,0,0.00018562014146700136
5166,0,-2.1088162068050185e-05
5204,0,-5.1823076606171095e-05
5226,1,-0.00037819922268647247
5232,0,-4.57412826241403e-05
5286,0,8.221366464814417e-05
5295,0,8.810637616725556e-05
5297,0,-3.380383755805839e-05
5306,0,5.3166753772086305e-05
5412,1,-0.000354406395474557
5497,1,-0.0005836859794299881
5506,0,3.5844681880404616e-05
5573,0,2.3200467260540503e-05
5665,1,-0.00037821169825840784
5816,0,0.00015634176028809328
5892,0,-4.096974859031611e-05
5908,0,-3.7170884947791775e-05
5930,0,-1.0021357642681127e-05
6037,0,3.414745606650899e-05
6060,1,-0.000477384578200385
6296,0,5.4538118866884785e-05
6300,0,0.00014890157852889884
6315,1,-0.0004052763098986647
6387,0,7.378236396954308e-05
6396,1,-4.885975653703855e-05
6494,0,-0.00013112676280358827
6497,0,0.00011960902658447292
6601,0,1.2045917794929165e-05
6608,0,0.00017670115735421345
6617,0,-3.742353250980193e-05
6628,0,-0.00013645642185663933
6631,1,-0.0006306926920984575
6634,0,2.6575612414031686e-05
6655,0,1.7561549522238074e-05
6766,1,-0.00020512384512307288
6779,0,-2.9756693140316954e-05
6806,1,-0.00038950723358056373
6815,0,-9.567879474091829e-05
6841,0,-4.913258512797956e-05
6884,1,-0.0006098709634298523
6908,0,-3.3602774413534257e-05
6928,0,6.8671572209338906e-06
6936,0,-5.9949215533765306e-05
6967,1,-4.659959321059476e-05
7053,0,3.8886519515528165e-05
7069,0,2.8771537276112407e-06
7174,1,-0.0010721011229402038
7319,1,-0.0003361309510188777
7324,1,-0.0003334204938086567
7359,0,0.00014885942654239005
7405,0,0.0001872990747962247
7442,0,-1.4847489301981435e-05
7451,0,3.2018341640017794e-05
7527,1,-7.270696807247864e-06
7603,0,-1.8323695262520293e-05
7604,0,-0.00021630384268867583
7669,0,5.761586089819877e-05
7699,0,8.403578494210772e-05
7711,0,3.839610337868268e-05
7712,0,-2.2689701662990608e-05
7715,0,7.811084648050228e-05
7731,0,-0.00016542275230819851
7738,0,8.111027499588187e-05
7847,0,-3.493226600913074e-05
7876,0,1.4043413798460382e-07
7929,1,-0.0004171141754798403
7953,0,1.825863399489917e-05
7954,1,-0.0008701465036586634
8023,0,-3.228506962841705e-05
8025,0,-3.7327682098002406e-05
8040,1,0.00010268313448900448
8066,0,4.756387522997273e-06
8245,0,9.09139928451651e-05
8348,0,3.270281956317808e-05
8351,0,5.030209109859417e-05
8361,0,-3.437834817476555e-05
8370,0,-0.00012205996185365238
8372,0,0.00010515283136852736
8387,0,-7.917228963464086e-05
8391,0,9.121981293910343e-05
8454,0,7.947277075249679e-05
8475,0,-0.00011254045089129745
8477,0,0.00011386794127774599
8483,0,-6.002545115615934e-05
8497,0,0.00013214329052780595
8504,0,0.00017388070972348707
8508,0,3.7489807988808706e-05
8511,0,0.0001222601829985034
8512,0,0.00021599040231402942
8514,0,0.00011955078895574563
8520,0,0.00016954404417465817
8533,0,0.00014564549465080807
8553,0,4.496417751299691e-05
8572,0,6.812699419938987e-05
8586,1,-8.1310389614472e-05
8607,0,-2.5890523372445044e-05
8660,0,-2.600727563170432e-05
8685,0,-0.000160819843086944
8726,0,-3.465529152813902e-05
8728,0,4.088938020326124e-05
8752,0,2.0925366480801144e-05
8770,0,5.369295371045185e-05
8786,1,-0.0009105596306940504
8797,0,-5.365928244812097e-05
8802,1,-0.0010071946279037456
8906,0,8.846541777669283e-05
8939,1,-0.0003502160413102434
8957,1,-0.0004219513845049713
8961,1,-0.00045526504010845784
8992,0,2.450891040227843e-05
8996,0,-2.4014076255928903e-05
9026,0,-7.816376785097732e-05
9110,1,0.0004521325152261607
9254,0,-6.138542838647539e-05
9272,0,5.79696093495856e-05
9275,0,4.689573892412537e-06
9294,0,2.6892140292085172e-05
9338,0,-3.5989821553906675e-05
9345,0,-0.00012909170485420833
9363,0,7.229271463366155e-05
9368,0,8.763402822717663e-05
9374,0,8.618074162245728e-05
9589,1,-5.4822083131859826e-05
9617,1,1.4611231265283683e-05
9680,0,8.276473317614082e-05
9707,0,-3.2051359430813585e-05
9749,0,7.511130561775679e-05
9761,0,2.6643780615003324e-05
9816,0,-3.313706968219662e-05
9853,0,-7.800888865754665e-05
9860,0,9.146460736698936e-05
9861,0,0.00020869524807442792
9865,0,8.723496229697317e-05
9870,0,0.00011351516163609385
9878,0,0.00016935435619413455
9881,0,-2.6479507548669422e-05
9897,0,5.83083242733409e-05
9898,0,8.343305703302549e-05
9901,0,8.997842846780453e-05
9921,0,8.910951413315194e-05
9942,0,-2.5449257949641376e-05
9944,0,1.670778091469096e-05
9949,0,-0.00021504446465525834
9965,0,0.0001105356354697475
9986,0,0.00014856328091116932
10010,0,-2.5166323251347763e-05
10021,0,3.0788687829190974e-05
10028,0,-4.6705619072057446e-05
10054,0,-2.162732833435916e-05
10060,1,1.6450977077561973e-05
10182,1,-9.294991727679466e-06
10197,1,-0.0005056033098247358
10201,1,6.093586538060944e-05
10224,1,-7.828820958383014e-07
10234,0,-0.00015594620520688904
10256,0,1.215557160957339e-05
10264,0,2.77931738538685e-05
10269,0,2.7043264039328194e-06
10297,0,-5.773970397650159e-05
10313,0,-0.000164653062432822
10316,0,0.00012362027988791218
10322,0,3.831649179944366e-05
10333,0,0.00014832664232280926
10339,1,-0.0006524453203201
10390,1,-0.00020961756017825501
10392,0,0.00010195045596532481
10432,0,7.82992057711384e-05
10537,0,4.903232500170335e-05
10557,0,-7.355013485762864e-05
10581,0,4.5157697464142635e-05
10621,0,-0.0001357335889210537
10660,0,-2.407596153260285e-05
10673,0,9.071418145502406e-05
10678,0,9.74264106361083e-05
10691,0,7.62856313415675e-05
10708,0,0.00012171318720876159
10709,0,9.663171202816355e-05
10726,0,-0.0002552160274529808
10727,0,2.1751979200673917e-05
10733,0,0.00010630232043668702
10822,0,-6.461962595355632e-05
10864,1,-0.00031140500707835055
251,0,-6.420322330812402e-05
252,1,-6.95582439018977e-07
281,0,-1.4838822748555809e-05
291,0,-2.4905271798685385e-05
303,0,-1.0845546912860796e-05
457,0,-4.8319986379713594e-05
654,1,-0.0003367664097839552
946,1,7.396766421175488e-05
1164,0,-0.00020741974941548548
1277,1,-0.0005135501446182363
1289,0,-2.2189611107540494e-05
1593,1,9.165014740308951e-05
1703,1,5.4534353881784794e-05
1770,1,0.00019200425506522948
2022,1,2.2737612101759574e-06
2047,1,9.157361133265931e-06
2119,0,-2.845391793446165e-05
2209,0,-4.8127193944881377e-05
2210,0,-4.178487142744685e-05
2211,1,0.0001384988537133638
2213,1,3.784974917399557e-05
2215,1,3.9173444689965555e-05
2219,1,0.00018666488176709436
2220,0,-5.2434544536545974e-05
2221,1,0.00010416527913192045
2225,1,0.00010033448635602016
2227,0,-4.4959117282573906e-05
2229,0,-3.804811829966995e-05
2230,0,-5.98907996609911e-05
2233,1,4.573426310739618e-05
2236,0,-4.313754375938423e-05
2239,1,6.030336431210821e-05
2241,0,-8.660833422466904e-05
2242,1,5.8674083427050046e-05
2245,0,-3.653739844403531e-05
2246,0,-4.838318249378853e-05
2307,1,-8.588168939663349e-05
2398,1,-2.3214284241522814e-06
2416,0,-8.604146201434358e-05
2835,1,-0.0004912439819072171
2879,1,7.615754421680509e-06
3090,0,-4.98795788211998e-05
3259,0,-8.364327075137095e-06
3288,0,-1.686254390206609e-05
3393,0,-6.650473029125141e-05
3692,0,-3.580690004865398e-05
3759,0,-3.4030943010639924e-05
3778,0,-1.7607851486185416e-05
4025,1,3.4110898113722955e-05
4139,1,2.7581121199709796e-05
4457,0,-4.6163260443452454e-05
4503,1,4.2442772251345904e-05
4508,0,-4.9538419398891036e-05
4509,0,-3.404003479049363e-05
4511,0,-6.485007658935476e-05
4514,1,3.317027556980434e-05
4515,0,-5.769808379024391e-05
4517,1,6.774353758181564e-05
4518,0,-4.264310540596321e-05
4519,0,-5.2301303718661684e-05
4521,0,-3.477676723826651e-05
4524,0,-4.478589860355948e-05
4525,0,-7.19519879345502e-05
4527,0,-3.160687980105031e-05
4528,0,-6.113966936420934e-05
4530,1,-0.00033822652708629725
4531,0,-5.134199272456032e-05
4533,1,7.950499823483452e-05
4534,0,-9.003356739046007e-05
4537,1,6.631656158887833e-05
4542,1,3.026461401017847e-05
4543,1,-1.416640146999226e-05
4546,0,-5.5798213119675435e-05
4547,1,2.867659766690999e-05
4548,0,-7.883932422076868e-05
4549,1,-9.914385061506788e-05
4551,1,3.343004226132639e-05
4553,1,8.41034978008357e-05
4561,0,-7.285525738612452e-05
4562,1,9.218817512322925e-05
4563,1,8.802826742802927e-05
4565,0,-5.417557189561958e-05
4567,0,-6.306652887617451e-05
4569,1,0.0001984771250888321
4576,1,-0.00035921673805005953
4577,0,-6.137516328796552e-05
4578,0,-6.469492895264223e-05
4580,1,-9.363081277060209e-05
4584,0,-5.846640917098872e-05
4585,1,-1.5267718020860625e-05
4587,1,0.00010512840080709311
4588,1,-6.065732102383944e-05
4589,0,-4.785245948630922e-05
4592,1,8.211989401308741e-05
4593,1,2.428656162955164e-05
4595,1,9.481242721891901e-05
4597,1,2.1327833432928243e-05
4598,0,-6.330917901784829e-05
4602,1,4.1363193541848784e-05
4604,1,-5.8243313517121855e-06
4606,1,2.2606972590486223e-05
4607,0,-4.84220712723427e-05
4609,0,-5.1710021447422605e-05
4610,0,-5.692835208707676e-05
4611,0,-4.4419741786135334e-05
4614,0,-4.9482279743279897e-05
4616,0,-4.123886626450767e-05
4617,0,-6.146416421338979e-05
4620,1,6.672558920561932e-05
4624,1,0.00016567909961688712
4625,0,-4.904054459630839e-05
4627,1,3.919620870804623e-05
4628,0,-8.608004595779038e-05
4630,0,-5.537046812304443e-05
4632,1,4.619095078534881e-05
4634,0,-4.646025212592216e-05
4635,0,-8.696642624255408e-05
4639,0,-3.0934968110539175e-05
4641,1,2.9370653234951237e-05
4642,0,-4.5706436029539236e-05
4644,0,-6.378650973903627e-05
4646,0,-9.433438630936822e-05
4725,1,1.1186829925958968e-05
4735,1,2.9792677971454044e-05
4759,0,-2.5841229512021772e-05
4794,1,-1.3709667244627321e-05
4969,1,3.544998247551516e-05
5078,0,-2.071299849719642e-05
5170,0,-4.975334193070429e-05
5244,0,-5.0683529043617565e-05
5442,0,-6.724218040726366e-05
5538,0,-0.00011880808542851854
5673,0,-9.028687110748635e-05
5690,1,5.620178886489196e-05
5706,1,3.4920520480566074e-05
5947,0,-9.473235299853452e-05
5963,0,-4.442035650331138e-05
5980,0,-8.067364192523659e-05
6024,1,4.413889342723e-05
6038,1,4.8906506900367894e-05
6048,1,1.6212299076662233e-05
6051,1,3.244523977901727e-05
6166,0,-2.1096877069932858e-05
6591,0,-2.903432894016873e-05
6758,1,2.7993717191954196e-05
6912,0,-8.866971681058841e-05
7232,0,-9.497605311486272e-05
7895,0,-6.172631113854096e-05
7898,1,3.140828447152158e-05
7902,1,-6.990463170669233e-05
7903,0,-3.482919733274154e-05
7905,1,6.822120044145926e-05
7906,1,-9.679635468847695e-06
7907,0,-3.4207172660446365e-05
7908,0,-6.727522513845201e-05
8118,0,-6.0038476654410295e-05
8414,0,-2.6813574285995944e-05
8491,0,-0.00022548664425536922
8610,0,-1.7554581908181236e-05
8651,1,5.4581721712279306e-05
8663,1,5.235137750248539e-05
8688,0,-1.2137228494084653e-05
8690,1,7.947882012590802e-06
8718,0,-5.666404058676501e-05
8754,0,-7.126303627188002e-05
8761,1,-4.628205502935301e-05
8776,0,-0.00027014245977633605
8832,1,-0.00011538639661908204
9054,0,-9.977708441671993e-05
9064,1,7.913568250754522e-05
9085,1,3.340000964302073e-05
9094,0,-6.097104345648922e-05
9149,1,0.0004618179566854709
9289,0,-3.487504790406114e-05
9386,0,-5.585965905321182e-05
9595,1,-3.0063649488350417e-05
9606,0,-2.2185744075058436e-05
9646,1,5.0078930785305145e-05
9684,1,-0.00020296155636187664
9894,0,-9.325718265409494e-06
9937,0,-4.033107547385066e-05
9950,0,-1.8206221663726418e-05
10568,1,2.570145873908813e-05
10592,1,-7.646244853476783e-06
10679,0,-7.119720092385682e-05
10786,0,-3.4729660004620224e-05
10849,1,2.1510794197667702e-06
145,0,-4.20518045102994e-05
274,1,-0.00020459629987511351
971,0,-2.7068421947491736e-05
1043,0,-2.2052210609930352e-05
1513,0,-7.935506693531512e-05
1889,0,-0.00010559761279586051
2113,0,-2.8373997120511472e-05
2194,1,-1.688532460112938e-05
2312,0,-3.968389328023706e-05
2482,1,-2.146113493590455e-05
2910,0,-3.282889802166754e-05
2921,0,-2.0621880316202683e-05
3018,0,-5.869629271210055e-05
3183,0,-2.1976947204153024e-05
3336,0,-2.5558483865807666e-05
3355,1,6.476556321407727e-05
3450,0,-1.3443558398115395e-05
3632,0,-5.4044981257887905e-06
3745,1,7.688802433507259e-05
3845,0,-3.8435935711017086e-05
4124,1,-9.939121137890133e-05
4324,1,-0.0003935835827167237
5079,1,-9.8112942554409e-06
5181,1,0.0003997109732186871
5502,1,2.0994007848997354e-05
5670,0,-7.508469598164368e-05
5822,0,-3.288262673659297e-05
5975,1,7.091528323824217e-05
5983,1,6.193177450074892e-05
6616,0,-4.125927572748573e-05
6635,0,-1.453206891051697e-05
7747,1,0.0001909502385531518
8083,0,-2.0921864359770307e-05
8209,0,-4.5002426353029474e-05
8213,0,-3.935834537217323e-05
8298,0,-8.691738980472694e-05
8637,0,-2.8462085645417004e-05
8780,1,-7.530749044009472e-05
8787,0,-0.0001842082046839274
8788,0,-4.6930460779151474e-05
8927,0,-0.00020666117712559486
8959,1,-0.0005105913476033236
8970,0,-4.3656057154752424e-05
8971,1,5.660949776225808e-05
9598,1,-5.48973118176831e-05
9659,0,-0.00032569661547176675
9660,0,-2.2134100125341146e-05
9661,0,-0.0002644669799656037
9667,1,-2.071975974129985e-05
9670,1,3.3844157312342226e-05
9674,1,9.27656182675829e-06
9675,1,2.1678149434959312e-05
9678,0,-0.00020599186307158185
9683,1,-3.2761559204602275e-05
9697,0,-8.846508400920449e-05
9699,1,2.12320780696313e-05
9701,0,-3.9425076360252495e-05
9703,1,-2.8927679656566178e-05
9704,1,-0.0008344478196363827
9705,0,-1.951736253991207e-05
9706,0,-3.23186104227735e-05
9960,1,-5.4462935925830145e-05
9983,0,-3.765287563709405e-05
10169,1,3.423409036944325e-05
10203,1,-8.627443606732982e-07
10246,1,-4.21195131709006e-05
10394,1,1.1122056705585695e-05
10636,1,-2.6908399515029627e-05
10650,0,-2.7294498647239192e-05
10860,1,-8.807783186496503e-06
144,1,0.0002490503489904756
203,1,7.917123008377933e-05
205,1,4.384979562005266e-05
219,1,3.291738687209043e-05
231,1,-7.2855473778581504e-06
235,1,3.947184360479473e-05
383,0,-7.479378565988664e-06
1002,0,-1.637375258454884e-05
1037,0,-2.9675215304061e-05
1317,0,-2.101989773582395e-05
1369,0,-5.6029402993187786e-05
1948,0,-0.00010088196317948952
2059,1,0.00018036835280063623
2064,0,-4.19037568843686e-05
2257,0,-5.2422978760990706e-05
2427,0,-3.914114034653268e-05
2585,0,-7.603200332930515e-05
2609,1,7.417469087750818e-05
2614,1,7.029815626933396e-05
2617,1,6.356165540298725e-05
2631,1,0.00015802885852096338
2648,1,0.0001509558358871975
3058,1,8.305496583632609e-06
3070,0,-1.6635078814702515e-05
3091,1,1.544219971306832e-05
3172,0,-4.668031614776691e-05
3286,1,-1.3130475763383948e-05
3351,1,6.975831294660951e-05
3483,0,-2.2530560789710184e-05
3542,1,0.00016862742092593763
3631,0,-4.6080130906521116e-05
3638,0,-1.638799111991449e-05
3859,0,-3.26535533461187e-05
3957,1,2.5408700456786687e-05
4095,0,-2.7904309048115044e-05
4112,1,-0.0003910569562653237
4202,1,7.751711389874892e-06
4313,0,-6.0284435142032874e-05
4856,0,-1.1161113534457676e-05
4953,1,-2.8105884535077443e-05
4974,1,1.1117062557592104e-05
5559,1,-4.680667716390291e-05
5855,1,1.3444306741507325e-05
5861,1,1.9271809178436766e-05
6036,1,1.951933089510598e-05
6041,1,1.2255775700046619e-05
6043,1,3.8615479064961456e-05
6045,0,-7.590032800537848e-05
6050,1,7.953800680355625e-06
6056,1,1.0084699605909372e-05
6057,1,1.7668636708158095e-05
6058,1,2.1401900318061986e-06
6059,1,-4.8586985281326564e-05
6061,1,-7.717750410852768e-06
6065,1,-7.232052378968136e-05
6066,0,-2.9722438912365123e-05
6070,1,0.00013333533471365208
6071,0,-1.749170149611028e-05
6072,1,1.9197098348029176e-05
6073,1,4.467334936054148e-06
6074,0,-2.3107736757052184e-05
6075,0,-4.292689949591451e-05
6078,1,2.0503215161057214e-05
6083,0,-2.2657581093414134e-05
6195,1,0.00015774545858850028
6438,1,8.346759804461656e-05
6632,0,-3.238647464627267e-05
6686,1,0.00015887211235844672
6945,1,-0.0004917430037881211
7459,0,-6.858515898721204e-05
7479,0,-2.4606300757499866e-05
7555,1,1.5601272808214057e-05
8131,1,1.874673832789533e-05
8644,0,-1.2954271923270124e-05
9217,1,0.00031485359485630465
9246,0,-1.0129989872425863e-05
9321,0,-0.0001204617086286418
9457,1,0.00010353894194707107
9526,1,0.00010224820832748994
9529,1,0.00017084479323795494
9998,0,-0.00019317444260579653
10831,0,-6.575163463647696e-05
10846,1,1.1503307029250902e-05
105,1,2.7588437096774642e-05
113,1,5.201707459475918e-05
146,0,-1.1407551735127438e-05
157,0,-1.213453278347894e-05
194,0,-4.253131585545825e-05
201,1,-2.2798378111992408e-05
318,1,-1.4314013030438394e-05
332,0,-1.2083996267128212e-05
564,0,-2.5434662451882833e-06
571,1,-3.760118760331433e-05
641,0,-2.4211247253009343e-05
689,0,-2.519458919539289e-05
705,0,-4.9941600318590955e-05
860,0,-1.3560948244382469e-05
991,0,-7.664513293216135e-05
999,0,-1.0512701911301187e-05
1023,0,-1.7547691148456812e-05
1078,0,-2.7885653261334426e-05
1110,0,-9.371378607862723e-05
1166,0,-1.08231465273468e-05
1181,0,-9.838184845591788e-06
1190,1,-0.0004733504843156259
1201,0,-5.4070299512025264e-05
1262,0,-3.7982961595361846e-05
1290,0,-1.312506509587107e-05
1298,0,-2.501574053847294e-05
1319,0,-1.644957652492492e-05
1321,0,-6.4247135540223315e-06
1331,0,-2.1087950779254443e-05
1340,0,-7.563961714532317e-05
1497,0,-3.434484962695856e-05
1576,0,-4.2357981327231065e-05
1601,0,-0.00021615035254943644
1672,1,4.4746461140105114e-05
1832,0,-4.7465033963633806e-05
1910,1,-2.0045469656821384e-05
1976,1,0.0001297420200075475
1991,1,-0.00027350757870801704
2020,1,-5.87317838053337e-05
2086,0,-0.0001086938597062523
2158,0,-1.651455856223959e-05
2314,1,-3.1199847921204994e-06
2374,0,-2.923899417005219e-05
2421,0,-9.453067329560463e-05
2430,0,-3.857118868065902e-05
2510,1,2.031243608606988e-05
2544,1,1.4378089043448505e-05
2548,1,1.0347769146429724e-05
2565,1,4.2303524276369034e-05
2579,0,-8.438273842853702e-05
2587,0,-6.886859631774343e-05
2642,0,-2.3848626727605667e-05
3054,0,-5.099709504159165e-05
3055,1,-0.00021132324959099161
3064,0,-5.444289877802869e-05
3101,1,5.700590706889249e-06
3105,1,9.892503702456388e-05
3205,0,-2.0399961707802734e-05
3231,1,-1.7222629119511652e-05
3263,0,-7.381431435847798e-06
3308,0,-1.4539875136189018e-05
3324,0,-3.690708026733177e-05
3383,0,-3.317646980528233e-05
3462,1,7.382074376212469e-06
3607,1,-0.00010823464003360865
3629,0,-5.600560370044378e-05
3695,0,-2.5785644450903786e-05
3702,0,-6.115527008275363e-05
3901,1,1.7180255094568646e-06
3980,0,-5.03637451417618e-05
4156,0,-1.0991044165856543e-05
4173,0,-1.3143616999852786e-06
4253,1,-4.330039489771935e-05
4330,1,5.080163648034928e-06
4332,0,-0.00011104486032271028
4463,1,-1.01395536107149e-05
4478,0,-0.00022351408840874199
4492,0,-0.00019605011497105077
4661,1,2.364811098040074e-05
4667,1,2.4287529430870346e-05
4696,1,2.1881622958097822e-05
4702,0,-5.058360115244121e-05
4757,1,-7.530039881097253e-05
4765,1,7.670888914027712e-05
4892,0,3.604393880153958e-07
4895,1,-8.984019816992105e-05
4906,0,3.3079499013612915e-06
4940,0,-7.786740904860572e-06
4958,0,-3.750326067103998e-05
4997,0,-1.4091311612827343e-05
5547,0,-2.5370124840740524e-05
5554,0,-1.4808492219235563e-05
5829,1,-1.418281323727431e-05
5869,0,-3.23712994428565e-05
5962,0,-2.2348156746561386e-05
5974,0,8.007299827239594e-07
6020,1,-2.440693151171749e-05
6175,0,-5.524771467065121e-05
6388,1,-1.2367447508355177e-05
6389,0,-1.9470770144774263e-05
6420,1,-2.44062587244399e-05
6513,0,-1.5460735651598995e-05
6530,0,-2.109081307494402e-05
6551,0,-7.244655012129829e-05
6573,0,-2.6197490830652577e-05
6656,0,-1.2632273849879087e-05
6754,0,-5.4039289963340586e-06
6951,0,-2.4161362165572063e-05
7046,0,-1.0766967132965684e-05
7130,0,-1.0214529418570771e-05
7165,0,-5.007157950212072e-05
7192,0,-0.00034010311610301297
7193,1,-9.345758496999833e-05
7431,0,-8.605863617712001e-06
7551,1,4.274544506633732e-05
7594,1,5.274944682429724e-05
7718,0,-1.879610232234728e-05
8038,1,4.488767773438713e-05
8119,1,6.123421523593729e-05
8165,0,-2.7530399871643463e-05
8239,1,9.713154483579836e-05
8350,0,1.563818035492391e-06
8385,0,-9.926188300761308e-06
8446,0,-3.385965519575197e-05
8580,0,-7.979921193572194e-06
8599,0,-0.00020737532867264003
8729,0,-3.643683528714372e-05
8744,0,-5.116149185654142e-05
8799,0,-1.4847733959009521e-05
9028,0,-1.964443543411005e-05
9039,0,-4.392522870835939e-05
9342,0,-4.185245083193226e-05
9346,0,-4.316924412057085e-05
9397,1,6.0447016177819574e-05
9404,1,-6.862164214427392e-06
9422,1,-2.3246319581894193e-05
9708,1,8.278577716041995e-06
9716,1,2.089086077058278e-05
9724,0,-1.7769005812710487e-05
9730,1,-3.26367542226573e-06
9732,0,-2.9769778250251575e-05
9734,1,2.869845525265929e-05
9737,1,2.0474476472843854e-05
9750,1,1.720338095644547e-05
9872,0,-0.00017621252529166127
9885,0,9.064492079450815e-06
9906,0,-4.753138198873759e-06
9915,0,-8.106237207887364e-05
9918,0,-3.0278465138928808e-05
9932,0,-5.166133732302263e-05
9938,0,-1.004913586497379e-05
9952,0,-6.127031503236113e-05
10025,0,-9.284284823061638e-05
10278,0,-6.31408354220494e-05
10318,1,-0.00011416357398115392
10320,0,-1.87803383186539e-05
10365,1,-8.329682165484966e-05
10385,0,-2.332768688216161e-05
10413,0,-2.204138289467103e-05
10416,0,-3.25954250825208e-05
10546,0,-0.000252870980808703
10637,0,-2.9252894270267196e-05
10793,0,-3.450820387043098e-05
10814,0,-1.0254283347520103e-05
162,0,-1.5254745115640053e-05
301,0,-4.374602968927767e-05
732,0,-8.103133405593952e-06
818,0,-7.170018605407398e-05
930,0,-2.422382141960649e-05
1010,0,-3.098199198219679e-05
1057,0,-2.173678342551536e-05
1326,0,-5.748648260440316e-06
1574,1,6.693101239597963e-05
1744,0,-0.00011258454398736327
1920,0,-6.70063646414132e-05
1973,1,7.21037545952542e-05
2556,0,-5.098855790082704e-05
2696,0,-6.689041000855234e-05
2922,0,-2.1567912779231958e-05
2944,0,-0.00021961171127370571
2987,0,-7.787021525400054e-05
3200,0,-5.5113533748157826e-05
3280,1,2.0688543730144963e-06
3489,1,-7.168741048760359e-05
3544,1,3.73601973620069e-05
3834,0,-9.115046961133499e-06
4161,0,-8.405469278783873e-05
4203,0,-9.167136238611164e-06
4204,0,-8.880473876148792e-06
4268,0,-6.743066526312535e-05
4971,0,-6.996909012087468e-05
5032,1,8.760549988068018e-07
5095,1,-0.000414497149107656
5197,0,-1.5644003482326916e-05
5428,1,2.982381137402148e-05
5450,1,-1.593602512029238e-05
5495,0,-3.633834163739795e-05
5517,0,-0.00023456735160802685
5528,1,-3.227033209391178e-05
5812,1,-2.8955186382331982e-05
6306,0,-7.9538891259076e-06
6361,1,-5.298695425029319e-06
6374,1,3.7821999009585474e-05
6383,1,2.961294889887217e-05
6549,0,-1.7382368576229667e-05
6949,1,2.4183722792991334e-06
7009,0,-1.8565277734901384e-05
7032,0,-1.3719318067044266e-05
7037,0,-1.8804792381570384e-05
7070,0,-2.1467463867189136e-05
7149,0,-4.243411480071434e-05
7418,0,-1.5722530996446916e-05
8098,0,-3.602947996974905e-05
8110,1,1.2874824108602078e-05
8250,1,1.9171112772709448e-05
8274,1,3.2141329608042116e-06
8658,0,-1.9793183748151072e-05
8665,1,2.7353379075648608e-05
8708,0,-0.00022803013461186186
8717,0,-0.0002860066939729585
8766,0,-6.941134849648299e-05
8926,1,-1.3102253988409502e-05
8934,1,8.11854275417989e-06
8980,0,-5.165495733244603e-05
9031,0,-2.6040453517614198e-05
9250,0,-7.399465618102337e-06
9264,0,-2.944011448764059e-05
9351,1,-1.3783397648677671e-05
9380,0,-6.605940890311873e-05
9592,0,-2.3212239949864097e-05
10223,1,1.208310134755356e-05
10247,1,1.1241757350897504e-05
10421,1,-2.158711796624271e-05
10422,0,-8.600436308608966e-05
10533,1,0.0002970816357235243
10563,1,1.8969991481019994e-06
10853,1,3.751060511831132e-05
2826,1,-2.3762880856292103e-05
4049,1,-0.0003109800379943717
4054,1,2.2539894213405934e-05
4081,1,-0.0003697382666645872
4526,1,1.0221498956093865e-05
5695,1,8.628244315422994e-06
5703,1,3.1628747964658915e-05
6263,0,-9.445804491576919e-06
8195,0,-1.5679476288258985e-05
8203,0,-1.8273184291043214e-05
8210,0,-1.5593530188808897e-05
8218,1,-8.771810231041359e-06
10837,0,3.7643619585872617e-06
26,0,-3.162614128113372e-05
50,1,4.574776817294802e-05
109,0,-4.128867698018908e-05
126,1,7.057729770885582e-05
131,1,4.948107686993464e-05
139,1,5.205815638983601e-05
215,0,-5.930130925334211e-05
221,1,0.00010935124448474932
222,1,0.0001723729640395208
241,0,-0.0002754501415578744
247,1,0.00018487961239921753
248,1,0.00014462142498668787
249,1,0.00018371083279436674
261,1,0.0002631334311525905
266,1,0.00012248622670627896
276,1,0.0001929285930992857
287,1,0.00018052799563207073
310,1,0.0001243644051605944
652,1,0.00011109924616417307
662,1,7.519412081939038e-05
667,1,9.63597337660477e-05
751,0,-0.00030466004696147215
775,1,-0.0005196239060306968
1160,0,-4.310425009506483e-05
1508,0,7.559894991440334e-06
1768,1,0.00030643220938946885
2077,1,4.157957510050453e-05
2280,0,-5.311397513101716e-05
2458,1,9.782030517707619e-05
2476,1,5.993210167296472e-05
2483,1,3.025765024015163e-05
2485,0,-0.0002540297923308837
2553,0,-9.707067061184022e-05
2554,0,-3.075265195699053e-05
2557,1,3.105785912039159e-05
2559,0,-2.9512166339168498e-05
2560,0,-2.962114069091444e-05
2564,1,-2.1531067648967816e-05
2566,1,2.2930769413380948e-05
2568,0,-6.964920535771854e-05
2570,1,-3.0409308699900833e-06
2572,0,-4.119185905192654e-05
2573,0,-3.241585243113051e-05
2575,1,3.6848320288921914e-05
2576,0,-1.942348392660898e-05
2582,1,2.0649220381225786e-05
2588,1,9.186727022479659e-05
2590,0,-1.2117101258605053e-05
