node,class,score
2195,1,-56.9977492030444
2566,1,-56.997763169870474
2842,1,-56.99785478471435
8181,1,-56.99794070363359
6148,1,-56.998160491326466
6150,1,-56.998160491326466
8020,1,-56.998799872003104
8035,1,-56.998799872003104
8056,1,-56.998799872003104
1615,1,-57.98340567001949
7611,1,-57.98893602275264
2388,1,-57.99296715603088
4762,1,-57.99349673449199
2368,1,-57.99599410335141
6363,1,-57.99618613452481
258,1,-57.9965096970878
2582,1,-57.997215107787774
6048,1,-57.997338423326234
8665,1,-57.99801323660767
568,1,-57.99804348432874
9499,1,-57.99805446446452
4359,1,-57.99851468508285
9940,1,-58.9950363846593
8693,1,-58.99513420486193
4503,1,-58.99585981626899
4496,1,-58.99599840117539
4740,1,-58.99616045188084
6939,1,-58.99642283865121
4830,1,-58.99714802523824
8987,1,-58.99751739706211
9488,1,-58.9976111523878
6135,1,-58.99894885339908
6151,1,-58.99894885339908
6178,1,-58.99894885339908
1143,1,-59.988648924601854
2081,1,-59.995599351937926
4627,1,-59.995830198921404
6760,1,-59.99628512416859
10795,1,-59.99649488645469
2370,1,-59.996526535448034
10860,1,-59.996764386395036
8953,1,-59.99737885139723
3548,1,-59.997691830188224
902,1,-59.99792421765585
7361,1,-60.99125235555776
5662,1,-60.99449200303942
7857,1,-60.99513361674183
9255,1,-60.99593064827263
5178,1,-60.997256001621814
4353,1,-60.997699791168266
5858,1,-60.998105657828006
4821,1,-60.99836181601916
6170,1,-60.998892804823996
1433,1,-61.9911949909281
3084,1,-61.994816627610206
6519,1,-61.99616171284734
9469,1,-61.996603717811105
1573,1,-61.99689071855464
2304,1,-61.99802202123813
4860,1,-61.99808058961821
6554,1,-62.99334971450999
5073,1,-62.99486189945983
4514,1,-62.995781474230164
3037,1,-62.996512749509755
2499,1,-62.99683242297292
2016,1,-62.99712537344095
6078,1,-62.997278933823985
2627,1,-62.997398245894296
4351,1,-62.997476236270316
1631,1,-62.997613181928095
8648,1,-62.99764545340761
10247,1,-62.999003177245385
6315,1,-63.9839102508142
4985,1,-63.99374366079374
9595,1,-63.99395125168311
9458,1,-63.994419463569635
8085,1,-63.99562832256646
1645,1,-63.995720069661445
10374,1,-63.99645746276426
4962,1,-63.99651708900521
6147,1,-63.99663622710515
1772,1,-63.996954901727406
6946,1,-63.99741452013639
6950,1,-63.99741452013639
6985,1,-63.99741452013639
6988,1,-63.99741452013639
133,1,-63.99764215467685
5870,1,-63.998607721454164
796,1,-64.99110552924608
3900,1,-64.9915410710526
2619,1,-64.99173112785587
6097,1,-64.9928284811411
3625,1,-64.99344695923418
7002,1,-64.99383221314544
6919,1,-64.99515579562804
10383,1,-64.99642305036332
9425,1,-64.99682449214349
8028,1,-64.99692412329335
4967,1,-64.9969790077688
6036,1,-64.99725206813365
9082,1,-64.99733609697864
6510,1,-64.99737675755388
10093,1,-64.99878155613423
6909,1,-65.995238351339
3102,1,-65.99563612248282
4017,1,-65.99669600745949
5,1,-65.99738930926284
6762,1,-65.99834370671047
6774,1,-65.99834370671047
3990,1,-66.99508414107795
6875,1,-66.99630007117537
4750,1,-66.99649198084214
7914,1,-66.99654735516071
6972,1,-66.99725321346065
4829,1,-66.99773222168004
8661,1,-66.99796311907647
8667,1,-66.99796311907647
8676,1,-66.99804842356166
9249,1,-67.99329159510617
9276,1,-67.99329159510617
4725,1,-67.99421183546401
4397,1,-67.99462048655585
6443,1,-67.99506591393276
4487,1,-67.99544533192481
658,1,-67.99605394595872
6965,1,-67.9961115644977
2347,1,-67.99629865993175
2010,1,-67.99690191789206
2055,1,-67.99690191789206
4218,1,-67.99744763169411
4850,1,-67.99750528785906
10855,1,-67.99750528785906
6026,1,-67.9985579121784
2396,1,-68.9817555920609
8934,1,-68.99312071948665
3772,1,-68.99355244555858
9402,1,-68.99459935702826
6470,1,-68.99467140900477
6240,1,-68.99532198123835
6254,1,-68.99532198123835
6281,1,-68.99532198123835
589,1,-68.99556309634006
7936,1,-68.99647473134398
7318,1,-68.99656172535256
112,1,-68.99684825397368
3429,1,-68.99702154665876
8250,1,-68.9973572129831
8949,1,-68.99737157319846
6356,1,-68.99739908385669
9580,1,-68.99769766320645
3536,1,-68.99819227494758
2350,1,-68.99839532717553
7543,1,-68.998447957082
5989,1,-68.99855375371965
6019,1,-68.99855375371965
10061,1,-68.99870585093988
8094,1,-69.99456375994342
2022,1,-69.99524097169663
10074,1,-69.99536646370159
6981,1,-69.99645416643307
9617,1,-69.99647217179965
5883,1,-69.99672556753117
2544,1,-69.99808022251688
6543,1,-69.99808022251688
8913,1,-70.98895099874096
1887,1,-70.99280024592677
7952,1,-70.99398641934283
6921,1,-70.99454721920073
6861,1,-70.99630197878476
4103,1,-70.99703441642805
4357,1,-70.99759842719384
5849,1,-70.99824330237199
3177,1,-71.99140040371591
2020,1,-71.99143597822024
4116,1,-71.99342020210324
5027,1,-71.99444345516252
3075,1,-71.9949574934916
7898,1,-71.99511519822576
8972,1,-71.99715112825871
6185,1,-71.99731065918537
6196,1,-71.99731065918537
6201,1,-71.99731065918537
6218,1,-71.99731065918537
2330,1,-71.99731264826161
5092,1,-71.99745161186142
5618,1,-71.99755212524599
8122,1,-71.99766246616564
1710,1,-71.99806566421982
7356,1,-72.98938158444807
3252,1,-72.99023663293919
1885,1,-72.99356909378213
10147,1,-72.99379200243585
8793,1,-72.99428452741476
8669,1,-72.99487619663779
6864,1,-72.99555157926493
5035,1,-72.99562068125675
3795,1,-72.99634762098675
9985,1,-72.99694230975821
244,1,-72.99717204090948
131,1,-72.9972936463098
9511,1,-72.99757450738501
6154,1,-72.99762425176152
8126,1,-72.99764501031339
10089,1,-72.99766054894744
3347,1,-73.99128498112788
805,1,-73.99187821534372
390,1,-73.99359139848326
3487,1,-73.9941116645769
5074,1,-73.99503947795831
6247,1,-73.99514198859619
6469,1,-73.99548453207636
4945,1,-73.99565918891066
10853,1,-73.99579178422442
10598,1,-73.99609845591304
2863,1,-73.99686959282619
7878,1,-73.99716459099703
3501,1,-73.99724344975286
2883,1,-73.99734567765395
3509,1,-73.99803822926005
6007,1,-73.99851588761955
6033,1,-73.99851588761955
5992,1,-73.9985168258603
10768,1,-73.99894178969677
2870,1,-74.9903191601109
2097,1,-74.99091896343751
5559,1,-74.99105995894497
9301,1,-74.99143817184161
8908,1,-74.99230727449563
6907,1,-74.99551163985407
10072,1,-74.99606346594598
3473,1,-74.99717100032606
3526,1,-74.99769709349867
2540,1,-74.99779617876273
7,1,-75.99150611059058
1360,1,-75.99172833019055
1787,1,-75.99286594759256
6325,1,-75.9931852044119
318,1,-75.9937854383615
519,1,-75.9943284518501
9571,1,-75.99461733992538
6857,1,-75.99589968995674
6852,1,-75.99597849816753
6314,1,-75.99675934098897
5202,1,-75.9968764442128
4322,1,-75.99690984347887
8159,1,-75.99740741169218
2534,1,-75.99755651850957
2546,1,-75.99755651850957
2547,1,-75.99755651850957
8623,1,-75.99791961779927
4377,1,-75.99858221528612
4953,1,-76.9905799008468
9960,1,-76.99231496763632
2375,1,-76.99285873828778
8598,1,-76.99285891869253
10358,1,-76.99368422620675
5425,1,-76.9947369509993
5861,1,-76.99596223753187
1990,1,-76.9962486201813
1549,1,-76.99628245982412
10867,1,-76.99640013689385
6795,1,-76.99654618299084
4309,1,-76.99666862712755
5633,1,-76.99723906953061
2077,1,-76.99741173366948
3540,1,-76.99766668971347
2321,1,-76.99817471564774
2432,1,-77.97408250573973
4757,1,-77.9880688229129
2183,1,-77.9889822370481
8257,1,-77.9916218230626
5671,1,-77.99426354937782
7329,1,-77.99525612197417
867,1,-77.9953467093522
876,1,-77.9953467093522
3901,1,-77.99586792596003
3914,1,-77.99586792596003
3819,1,-77.99599799795949
10551,1,-77.99712689530072
5563,1,-77.99762435369605
4376,1,-77.99852930826566
10390,1,-78.98520328058034
2188,1,-78.99116677702237
2198,1,-78.99116677702237
10340,1,-78.99349631790669
6931,1,-78.99461238405858
6858,1,-78.99474421243158
9343,1,-78.99504669953947
10382,1,-78.99538969222907
2314,1,-78.99541325327384
3355,1,-78.99673461981035
4142,1,-78.9968759955333
1040,1,-79.98740199561226
8586,1,-79.9882276185884
6299,1,-79.99396175584845
4602,1,-79.99408694477731
5019,1,-79.99417519171361
9989,1,-79.99422470698799
9513,1,-79.99518136687944
2213,1,-79.99530499096564
10540,1,-79.99693013076359
5208,1,-79.99770829234477
7173,1,-80.97202648284664
9709,1,-80.98603970005783
418,1,-80.98943177126822
8654,1,-80.99110530797357
4202,1,-80.99435672956137
5757,1,-80.99548635232946
664,1,-80.9959955046456
4329,1,-80.99651428531322
2537,1,-80.99661884132702
5868,1,-80.99703944787288
490,1,-80.99709040809378
8188,1,-80.99710510909809
6788,1,-81.99287453102434
5025,1,-81.99348440033329
4669,1,-81.99393558961239
3097,1,-81.9950834185686
6970,1,-81.99510081852654
1653,1,-81.99551898657863
7280,1,-81.99589543009819
4667,1,-81.99606683492982
6072,1,-81.99637379080033
8945,1,-81.99646502298756
4833,1,-81.99652692742872
5604,1,-81.99680843582706
4303,1,-81.99681928566935
4301,1,-81.99682230587605
6695,1,-81.99689182683646
10172,1,-81.99699100182526
9531,1,-81.99767924138268
9539,1,-81.99767924138268
10215,1,-81.99795722854931
982,1,-82.99241072011291
10414,1,-82.9925352114794
2536,1,-82.99259428097095
6495,1,-82.9933917101751
4551,1,-82.99405432671651
6990,1,-82.99434530294616
8262,1,-82.99464366107918
2125,1,-82.99505999751392
7229,1,-82.99574088291078
4307,1,-82.99605692940628
4373,1,-82.99820125104539
10220,1,-82.99820125104539
10177,1,-83.98634138607282
516,1,-83.98961878326755
7306,1,-83.99257183861944
8172,1,-83.99512567058434
1983,1,-83.99573941045159
8317,1,-83.9965680864732
8329,1,-83.9965680864732
8330,1,-83.9965680864732
894,1,-84.98840875745702
10337,1,-84.9902713109043
9764,1,-84.99037755909477
3367,1,-84.99509948603341
7299,1,-84.99584078189706
10582,1,-84.99626288705917
6973,1,-84.99629645298846
6764,1,-84.9963857033341
8314,1,-84.99653907247794
8334,1,-84.99653907247794
3537,1,-84.99676566027112
5064,1,-84.99737833416933
4201,1,-84.99765353356861
5089,1,-84.99838411742323
6940,1,-85.99418496017739
6850,1,-85.99447689020303
10682,1,-85.9948498171683
10522,1,-85.99528551090937
4825,1,-85.99542875625387
2047,1,-85.99559949893127
9675,1,-85.9957097037192
3095,1,-85.99619341042693
8309,1,-85.99646675394811
2849,1,-85.99712199223454
6772,1,-85.9976311612822
6134,1,-86.979025561403
4973,1,-86.9820236639497
2362,1,-86.98218232120765
3550,1,-86.98987880990492
4227,1,-86.99053147080278
5488,1,-86.99087269177613
4919,1,-86.99144263202427
2038,1,-86.99411328967011
6152,1,-86.99552685526005
9699,1,-86.99570182299274
7287,1,-86.99632324885431
9072,1,-86.9973489343941
9086,1,-86.9973489343941
9704,1,-87.97182706650982
4719,1,-87.9919461617055
4143,1,-87.99320355077568
5605,1,-87.99507788801367
2604,1,-87.99550222241339
690,1,-87.99592510906471
651,1,-87.99592859333497
684,1,-87.99592859333497
4111,1,-87.9963466416447
5645,1,-87.99647727162683
9491,1,-87.99674184273397
5600,1,-87.99770727643511
2260,1,-88.97126078396873
10008,1,-88.9723316003701
4641,1,-88.99342287274979
5695,1,-88.99356219066031
567,1,-88.99452132362924
2007,1,-88.99541978674841
4696,1,-88.99567807502153
5784,1,-88.99600244116152
5004,1,-88.99607054481238
10163,1,-88.99607867777004
10179,1,-88.9961037974243
7581,1,-88.99716647377447
5455,1,-89.99144466958816
509,1,-89.99157204475641
2068,1,-89.99280083381515
17,1,-89.99321818052908
5502,1,-89.99322181659093
4305,1,-89.99489447446416
6373,1,-89.99503566696973
218,1,-89.9968299726053
9730,1,-89.99697203351808
2307,1,-90.98818883889675
1349,1,-90.9883417712904
4393,1,-90.98849861895856
6624,1,-90.988853136299
9393,1,-90.99547762987314
10529,1,-90.99634870757815
6369,1,-90.99655630542367
5190,1,-90.99672825831993
2651,1,-90.99721593925933
8234,1,-91.98217862826765
4974,1,-91.99026137152318
252,1,-91.9927309592094
4968,1,-91.99477328519279
652,1,-91.99517143208055
9522,1,-91.99544069798867
845,1,-91.99572386822851
10059,1,-91.99613001545352
10087,1,-91.99613001545352
10098,1,-91.99613001545352
5818,1,-91.99672407048372
1686,1,-91.99697623267126
2346,1,-91.99757374463962
10676,1,-92.97122333544135
3904,1,-92.98214790482463
237,1,-92.98787372316346
4060,1,-92.98991837799093
10636,1,-92.99085883380613
1324,1,-92.9926639227354
10288,1,-92.99271856036883
2564,1,-92.99291756949718
7769,1,-92.9934439151057
7255,1,-92.99473267651065
3446,1,-92.99495670268995
4843,1,-92.9951018709009
5653,1,-92.99549317134958
10212,1,-92.99828980969495
5890,1,-93.97875810746872
5461,1,-93.98657843262895
1617,1,-93.99417759448052
4381,1,-93.99648690930577
4820,1,-93.99650544873626
8959,1,-94.97027120512409
7160,1,-94.97069114924447
6702,1,-94.97349811869353
2835,1,-94.9736155150293
5226,1,-94.98049079307037
4271,1,-94.99089119884212
6384,1,-94.99130552910248
2031,1,-94.99360279608587
6787,1,-94.9936433118417
10060,1,-94.99373264750052
7199,1,-94.99524526269147
10075,1,-94.99612688217259
5136,1,-94.99632671541904
9738,1,-95.97002796393109
9759,1,-95.98021103757459
3903,1,-95.98105093161735
10365,1,-95.98890829020223
8034,1,-95.99004539875646
6059,1,-95.99198231565168
2884,1,-95.99361369203741
6955,1,-95.99456144612665
9088,1,-95.99705097014021
2541,1,-95.99777472007712
10222,1,-95.99822735463282
8721,1,-96.9677425367209
7929,1,-96.97919741404372
9430,1,-96.98742858151098
3950,1,-96.99025111565417
794,1,-96.99185939252853
4533,1,-96.99372855251931
8363,1,-96.99411459002032
7865,1,-96.99554605768577
10100,1,-96.99645712411778
2488,1,-97.9903445002765
6420,1,-97.99196358099603
9496,1,-97.99296291029088
3737,1,-97.99305896986618
7527,1,-97.99455241176362
4786,1,-97.99459247467155
4799,1,-97.99600372249863
3379,1,-97.99630621735268
1375,1,-98.98359256674438
10265,1,-98.9903429233331
9586,1,-98.99159515474507
3391,1,-98.99172587209252
5206,1,-98.99207465871649
4100,1,-98.99301728758387
4101,1,-98.99301728758387
1989,1,-98.99534569449716
570,1,-98.9953850253258
579,1,-98.9953850253258
1979,1,-98.9954182516034
5148,1,-98.99620091350621
3560,1,-99.98176373670412
3077,1,-99.98793431118031
8259,1,-99.98961779397827
3061,1,-99.98967405273986
219,1,-99.99296112946263
10330,1,-99.99319825417312
4342,1,-99.99361159092761
9247,1,-99.99471330632483
9457,1,-99.99484491174073
4795,1,-99.9958779165612
5988,1,-99.99615348632844
3534,1,-99.99682779428979
9537,1,-100.97423542532523
8643,1,-100.98905077173056
2813,1,-100.99046025522016
4969,1,-100.99175639386957
6058,1,-100.99321283763452
