source,target,weight
1142354059959123968,1142335718578106368,7
1142354059959123968,1142354059959123968,15
1142354059959123968,1142358070611324929,15
1142354059959123968,1142362675877502976,1
1142354059959123968,1142417031876104192,3
1142354059959123968,1142519481022976000,1
1142354059959123968,1142529737677516802,1
1142354059959123968,1142674800529354752,2
1142354059959123968,1142862753977290752,1
1142354059959123968,1142865642351136768,1
1142354059959123968,1142885064348504064,1
1142354059959123968,1142905867064545281,2
1142354059959123968,1143089883734560768,1
1142354059959123968,1143147666492276736,1
1142354059959123968,1143152426083479553,1
1142354059959123968,1143181916541267973,1
1142354059959123968,1143210469097914370,1
1142354059959123968,1143393737269288960,1
1142354059959123968,1143514054050422785,1
1142354059959123968,1143613763645575168,1
1142354059959123968,1143622307648299013,1
1142354059959123968,1143792227736592384,1
1142354059959123968,1143824463907082240,1
1142354059959123968,1144075999925157888,1
1142354059959123968,1144294672292036608,1
1142354059959123968,1144392689321959424,1
1142354059959123968,1144567829267529728,6
1142354059959123968,1144571508771164162,6
1142354059959123968,1144572671059005440,6
1142354059959123968,1144574131091980293,6
1142354059959123968,1144574613164363776,6
1142354059959123968,1144579689140432897,6
1142354059959123968,1144583740879978497,6
1142354059959123968,1144613436179062784,6
1142354059959123968,1144688130689290241,1
1142354059959123968,1144867769499955207,6
1142354059959123968,1144882152544382976,1
1142354059959123968,1145581637738086402,1
1142354059959123968,1145584776444895233,1
1142354059959123968,1145587779742707712,1
1142354059959123968,1145631012778438656,1
1142354059959123968,1146283432806428673,1
1142354059959123968,1146497863695908865,1
1142354059959123968,1146680347746275328,2
1142354059959123968,1147611131495817217,1
1142354059959123968,1147812652422455296,6
1142354059959123968,1147823124320096259,1
1142354059959123968,1148001872852213761,1
1142354059959123968,1148152470855671809,1
1142354059959123968,1148310522716131328,1
1142354059959123968,1148613386504232960,2
1142354059959123968,1148633622196424704,1
1142354059959123968,1148870508043231232,1
1142354059959123968,1148958869328191489,1
1142354059959123968,1149280461329510401,2
1142354059959123968,1149714543867768832,1
1142354059959123968,1149767535782518785,1
1142354059959123968,1149840229207085062,1
1142354059959123968,1149954921489416192,1
1142354059959123968,1149992883853910016,6
1142354059959123968,1150018278036836352,10
1142354059959123968,1150022725852946433,7
1142354059959123968,1150042626072207360,5
1142354059959123968,1150075818107969536,1
1142354059959123968,1150354557295308801,1
1142354059959123968,1150426544726138881,1
1142354059959123968,1150722020965044224,4
1142354059959123968,1150881019542867968,2
1142354059959123968,1151051063631536128,1
1142354059959123968,1151474694790496256,7
1142354059959123968,1152113464871149568,1
1142354059959123968,1152240639129481216,1
1142354059959123968,1152250498025709574,1
1142354059959123968,1152300102381273094,1
1142354059959123968,1152448695029456896,3
1142354059959123968,1152844709964001281,2
1142354059959123968,1152862853654822912,2
1142354059959123968,1152885439952564224,1
1142354059959123968,1152895676486955008,2
1142354059959123968,1152896100501602304,1
1142354059959123968,1152942457522458624,6
1142354059959123968,1153033723580780544,1
1142354059959123968,1153047991441416194,1
1142354059959123968,1153332622296256512,1
1142354059959123968,1154026171350298635,2
1142354059959123968,1155441253439483904,1
1142354059959123968,1155469918017609734,1
1142354059959123968,1155481828008050695,1
1142354059959123968,1155491583036289025,1
1142354059959123968,1156520690922733568,1
1142354059959123968,1156520829590614016,1
1142354059959123968,1156642707315548160,1
1142354059959123968,1156660721582821376,1
1142354059959123968,1156678215793958912,1
1142354059959123968,1156801998328606720,1
1142354059959123968,1157227046591959040,1
1142354059959123968,1157271221236617216,1
1142354059959123968,1157555317778964480,1
1142354059959123968,1157618079716773888,1
1142354059959123968,1158038921047093248,1
1142354059959123968,1158049051855728646,1
1142354059959123968,1158065924987129857,1
1142354059959123968,1158087143190880257,1
1142354059959123968,1158091554692706305,1
1142354059959123968,1158264954476224512,1
1142354059959123968,1158370170538201092,1
1142354059959123968,1158452885983772679,1
1142354059959123968,1159109073612226565,4
1142354059959123968,1159111804108361728,2
1142354059959123968,1159111909628698625,1
1142354059959123968,1159182019307429889,1
1142354059959123968,1159452678088474625,1
1142354059959123968,1159822335752454145,1
1142354059959123968,1160660939970101248,1
1142354059959123968,1161557579895644160,1
1142354059959123968,1161976975726018561,1
1142354059959123968,1162294109555609600,1
1142354059959123968,1162796841769021440,5
1142354059959123968,1163011472290734080,2
1142354059959123968,1163020229087244288,1
1142354059959123968,1163037621926469632,2
1142354059959123968,1163049843260055552,1
1142354059959123968,1163343223835828224,1
1142354059959123968,1163348421215969280,1
1142354059959123968,1164356359380459520,2
1142354059959123968,1165201393503756288,1
1142354059959123968,1168037637430620160,4
1142354059959123968,1168426673282453505,6
1142354059959123968,1168439314897887232,9
1142354059959123968,1168651253951467522,1
1142354059959123968,1168717762618953728,1
1142354059959123968,1168807395709149184,1
1142354059959123968,1180851810409598981,1
1142354059959123968,1181544257380855810,1
1142354059959123968,1181973934813716480,2
1142354059959123968,1182509611800236033,1
1142354059959123968,1183400915023343617,1
1142354059959123968,1183408519296540676,10
1142354059959123968,1183653334533791744,6
1142354059959123968,1184303485728296960,1
1142354059959123968,1186585406306836480,1
1142354059959123968,1186710880798543873,1
1142354059959123968,1186939829818482688,1
1142354059959123968,1186961995205107717,6
1142354059959123968,1186967220196380673,6
1142354059959123968,1186975216666365952,9
1142354059959123968,1186976443567411201,9
1142354059959123968,1187349162767114240,9
1142354059959123968,1187352787404951552,9
1142354059959123968,1187361540451774466,9
1142354059959123968,1187378288085340162,9
1142354059959123968,1187446061792669697,9
1142354059959123968,1187801286298632192,3
1142354059959123968,1187833346371526657,1
1142354059959123968,1189149014798819328,1
1142354059959123968,1189479573789933569,1
1142354059959123968,1189506448436482048,1
1142354059959123968,1189515202145988609,1
1142354059959123968,1189800541339209728,1
1142354059959123968,1201478361681420294,1
1142354059959123968,1202208293478785024,1
1142354059959123968,1202269481218826240,1
1142354059959123968,1202879370316132352,1
1142354059959123968,1204334058198704128,1
1142354059959123968,1204965814832652288,1
1142354059959123968,1205146767538282498,1
1142354059959123968,1205179473013944321,1
1142354059959123968,1205939996810784768,1
1142354059959123968,1205947827152662528,1
1142354059959123968,1205974553853386752,1
1142354059959123968,1206178735805882369,1
1142354059959123968,1206184434061447168,1
1142354059959123968,1206197515781062656,1
1142354059959123968,1206486758042619904,1
1142354059959123968,1206794452561383424,1
1142354059959123968,1207974271693266944,1
1142354059959123968,1209293615287144449,1
1142354059959123968,1210434390402179072,1
1142354059959123968,1211663400922574849,1
1142354059959123968,1211700055603855360,2
1142354059959123968,1212064761300566017,1
1142354059959123968,1212077699281371137,1
1142354059959123968,1212343654813175808,1
1142354059959123968,1212521395638304768,1
1142354059959123968,1213409121812275205,1
1142354059959123968,1214141790590316544,1
1142354059959123968,1215424743869964288,1
1142354059959123968,1216044826543775744,1
1142354059959123968,1216331347121311744,1
1142354059959123968,1216491123889311745,1
1142354059959123968,1217794630584098816,1
1142354059959123968,1218549505886343174,1
1142354059959123968,1219408899532394497,1
1142354059959123968,1220091488266223623,1
1142354059959123968,1220199144473735168,1
1142354059959123968,1220212626220818432,1
1142354059959123968,1220658667705503747,1
1142354059959123968,1221161969081712640,1
1142354059959123968,1221354654560407552,1
1142354059959123968,1221385380739649536,1
1142354059959123968,1221707382918668294,4
1142354059959123968,1224423427995586565,2
1142354059959123968,1225020764501364736,1
1142354059959123968,1225064692034523137,1
1142354059959123968,1225157579497754624,1
1142354059959123968,1225836211123752963,2
1142354059959123968,1226101963579887617,1
1142354059959123968,1226539841036455941,1
1142354059959123968,1226570163111239680,1
1142354059959123968,1226959024924413953,1
1142354059959123968,1227132860647329793,1
1142354059959123968,1227135731665186817,1
1142354059959123968,1227338316363816960,1
1142354059959123968,1227674868050690054,1
1142354059959123968,1227703871432249344,1
1142354059959123968,1227760319717629953,1
1142354059959123968,1227848621925847040,1
1142354059959123968,1227896429139484672,1
1142354059959123968,1228621167658815489,1
1142354059959123968,1228669171636015105,1
1142354059959123968,1228809084633309184,1
1142354059959123968,1229072104823279616,1
1142354059959123968,1229105182270730240,1
1142354059959123968,1229663695049023489,1
1142354059959123968,1229682222455808002,1
1142354059959123968,1229775734757085185,1
1142354059959123968,1229791772894736384,3
1142354059959123968,1229805783141027847,1
1142354059959123968,1229812513396662276,4
1142354059959123968,1229837651190190083,1
1142354059959123968,1229858686811635712,1
1142354059959123968,1230155500001558530,2
1142354059959123968,1230211766501695488,1
1142354059959123968,1230220269366784000,1
1142354059959123968,1230251448501440512,1
1142354059959123968,1230380554534686720,1
1142354059959123968,1230531083327983621,1
1142354059959123968,1230569416854650882,1
1142354059959123968,1230581988949733384,1
1142354059959123968,1230589451048554502,1
1142354059959123968,1230624258037972992,1
1142354059959123968,1230941529688170497,1
1142354059959123968,1230965423048359937,1
1142354059959123968,1231444174815322113,1
1142354059959123968,1231488582159724544,1
1142354059959123968,1231854433576849415,1
1142354059959123968,1231954505752817664,1
1142354059959123968,1232060859108687873,1
1142354059959123968,1232283004539531266,1
1142354059959123968,1232610888156360706,1
1142354059959123968,1233034419356815362,1
1142354059959123968,1233299364304637954,1
1142354059959123968,1233407677142794242,2
1142354059959123968,1233845199165628423,1
1142354059959123968,1234059604990078976,1
1142354059959123968,1234107251218141186,1
1142354059959123968,1234172768607883264,1
1142354059959123968,1234181454344728576,1
1142354059959123968,1234203709548134400,1
1142354059959123968,1234507463229165575,1
1142354059959123968,1234604834105544704,1
1142354059959123968,1234758142308864000,1
1142354059959123968,1234783804054802437,1
1142354059959123968,1234826678637125632,1
1142358070611324929,1142335718578106368,7
1142358070611324929,1142354059959123968,15
1142358070611324929,1142358070611324929,17
1142358070611324929,1142362675877502976,1
1142358070611324929,1142417031876104192,3
1142358070611324929,1142519481022976000,1
1142358070611324929,1142529737677516802,1
1142358070611324929,1142674800529354752,2
1142358070611324929,1142862753977290752,1
1142358070611324929,1142865642351136768,1
1142358070611324929,1142885064348504064,1
1142358070611324929,1142905867064545281,2
1142358070611324929,1143089883734560768,1
1142358070611324929,1143147666492276736,1
1142358070611324929,1143152426083479553,1
1142358070611324929,1143181916541267973,1
1142358070611324929,1143210469097914370,1
1142358070611324929,1143353910482092033,1
1142358070611324929,1143379962847739904,1
1142358070611324929,1143393737269288960,1
1142358070611324929,1143414153505320961,1
1142358070611324929,1143514054050422785,1
1142358070611324929,1143613763645575168,1
1142358070611324929,1143622307648299013,1
1142358070611324929,1143792227736592384,1
1142358070611324929,1143824463907082240,1
1142358070611324929,1144075999925157888,1
1142358070611324929,1144294672292036608,1
1142358070611324929,1144392689321959424,1
1142358070611324929,1144567829267529728,6
1142358070611324929,1144571508771164162,6
1142358070611324929,1144572671059005440,8
1142358070611324929,1144574131091980293,6
1142358070611324929,1144574613164363776,8
1142358070611324929,1144579689140432897,6
1142358070611324929,1144583740879978497,6
1142358070611324929,1144613436179062784,6
1142358070611324929,1144688130689290241,1
1142358070611324929,1144867769499955207,6
1142358070611324929,1144882152544382976,1
1142358070611324929,1145364792359706626,1
1142358070611324929,1145379874212741120,1
1142358070611324929,1145581637738086402,1
1142358070611324929,1145582740202561537,1
1142358070611324929,1145584776444895233,1
1142358070611324929,1145587779742707712,1
1142358070611324929,1145625484211998720,1
1142358070611324929,1145631012778438656,1
1142358070611324929,1145737158134771712,1
1142358070611324929,1146283432806428673,1
1142358070611324929,1146497863695908865,1
1142358070611324929,1146680347746275328,2
1142358070611324929,1146774453017358337,1
1142358070611324929,1147611131495817217,1
1142358070611324929,1147812652422455296,6
1142358070611324929,1147823124320096259,1
1142358070611324929,1148001872852213761,1
1142358070611324929,1148152470855671809,1
1142358070611324929,1148310522716131328,1
1142358070611324929,1148613386504232960,2
1142358070611324929,1148633622196424704,1
1142358070611324929,1148870508043231232,1
1142358070611324929,1148958869328191489,1
1142358070611324929,1149280461329510401,2
1142358070611324929,1149714543867768832,2
1142358070611324929,1149767535782518785,1
1142358070611324929,1149840229207085062,1
1142358070611324929,1149954921489416192,1
1142358070611324929,1149992883853910016,6
1142358070611324929,1150018278036836352,10
1142358070611324929,1150022725852946433,7
1142358070611324929,1150042626072207360,6
1142358070611324929,1150075818107969536,1
1142358070611324929,1150354557295308801,1
1142358070611324929,1150426544726138881,1
1142358070611324929,1150722020965044224,4
1142358070611324929,1150881019542867968,2
1142358070611324929,1151051063631536128,1
1142358070611324929,1151474694790496256,8
1142358070611324929,1152113464871149568,1
1142358070611324929,1152240639129481216,2
1142358070611324929,1152250498025709574,1
1142358070611324929,1152300102381273094,1
1142358070611324929,1152448695029456896,3
1142358070611324929,1152844709964001281,2
1142358070611324929,1152862853654822912,2
1142358070611324929,1152885439952564224,1
1142358070611324929,1152895676486955008,3
1142358070611324929,1152896100501602304,1
1142358070611324929,1152942457522458624,6
1142358070611324929,1153033723580780544,1
1142358070611324929,1153047991441416194,1
1142358070611324929,1153332622296256512,1
1142358070611324929,1154026171350298635,2
1142358070611324929,1154736278191181825,1
1142358070611324929,1155441253439483904,1
1142358070611324929,1155469918017609734,1
1142358070611324929,1155481828008050695,1
1142358070611324929,1155491583036289025,1
1142358070611324929,1155858104908701697,1
1142358070611324929,1156520690922733568,1
1142358070611324929,1156520829590614016,1
1142358070611324929,1156527285958262786,1
1142358070611324929,1156642707315548160,1
1142358070611324929,1156660721582821376,1
1142358070611324929,1156678215793958912,1
1142358070611324929,1156801998328606720,1
1142358070611324929,1157227046591959040,1
1142358070611324929,1157271221236617216,1
1142358070611324929,1157555317778964480,1
1142358070611324929,1157618079716773888,1
1142358070611324929,1158038921047093248,2
1142358070611324929,1158049051855728646,2
1142358070611324929,1158065924987129857,1
1142358070611324929,1158087143190880257,1
1142358070611324929,1158091554692706305,1
1142358070611324929,1158224700474105856,1
1142358070611324929,1158264954476224512,1
1142358070611324929,1158370170538201092,1
1142358070611324929,1158452885983772679,1
1142358070611324929,1159109073612226565,4
1142358070611324929,1159111804108361728,2
1142358070611324929,1159111909628698625,1
1142358070611324929,1159182019307429889,1
1142358070611324929,1159452678088474625,1
1142358070611324929,1159797556307791873,1
1142358070611324929,1159822335752454145,1
1142358070611324929,1160660939970101248,1
1142358070611324929,1161557579895644160,1
1142358070611324929,1161577095170072576,1
1142358070611324929,1161976975726018561,1
1142358070611324929,1162294109555609600,1
1142358070611324929,1162796841769021440,6
1142358070611324929,1163011472290734080,2
1142358070611324929,1163020229087244288,1
1142358070611324929,1163037621926469632,3
1142358070611324929,1163049843260055552,2
1142358070611324929,1163343223835828224,2
1142358070611324929,1163348421215969280,1
1142358070611324929,1164356359380459520,2
1142358070611324929,1164872538180247552,1
1142358070611324929,1165201393503756288,1
1142358070611324929,1168037637430620160,4
1142358070611324929,1168426673282453505,6
1142358070611324929,1168439314897887232,9
1142358070611324929,1168616093910523904,1
1142358070611324929,1168618345953992704,1
1142358070611324929,1168651253951467522,1
1142358070611324929,1168717762618953728,1
1142358070611324929,1168807395709149184,1
1142358070611324929,1180851810409598981,1
1142358070611324929,1181544257380855810,1
1142358070611324929,1181973934813716480,2
1142358070611324929,1182509611800236033,2
1142358070611324929,1183400915023343617,2
1142358070611324929,1183408519296540676,12
1142358070611324929,1183653334533791744,6
1142358070611324929,1183695143896924160,1
1142358070611324929,1183850961883807744,1
1142358070611324929,1183965791621914624,1
1142358070611324929,1184303485728296960,1
1142358070611324929,1186585406306836480,1
1142358070611324929,1186710880798543873,1
1142358070611324929,1186939829818482688,1
1142358070611324929,1186961995205107717,6
1142358070611324929,1186967220196380673,6
1142358070611324929,1186975216666365952,9
1142358070611324929,1186976443567411201,9
1142358070611324929,1187349162767114240,9
1142358070611324929,1187352787404951552,9
1142358070611324929,1187361540451774466,10
1142358070611324929,1187378288085340162,9
1142358070611324929,1187446061792669697,9
1142358070611324929,1187801286298632192,3
1142358070611324929,1187833346371526657,1
1142358070611324929,1189149014798819328,1
1142358070611324929,1189479573789933569,1
1142358070611324929,1189506448436482048,2
1142358070611324929,1189515202145988609,1
1142358070611324929,1189800541339209728,1
1142358070611324929,1201427257547509761,1
1142358070611324929,1201478361681420294,1
1142358070611324929,1202208293478785024,1
1142358070611324929,1202269481218826240,1
1142358070611324929,1202879370316132352,1
1142358070611324929,1204334058198704128,1
1142358070611324929,1204965814832652288,1
1142358070611324929,1205146767538282498,1
1142358070611324929,1205179473013944321,1
1142358070611324929,1205939996810784768,1
1142358070611324929,1205947827152662528,1
1142358070611324929,1205974553853386752,1
1142358070611324929,1206133039803355136,1
1142358070611324929,1206178735805882369,2
1142358070611324929,1206184434061447168,1
1142358070611324929,1206197515781062656,1
1142358070611324929,1206486758042619904,1
1142358070611324929,1206794452561383424,1
1142358070611324929,1207974271693266944,1
1142358070611324929,1209293615287144449,1
1142358070611324929,1210434390402179072,1
1142358070611324929,1211663400922574849,1
1142358070611324929,1211700055603855360,2
1142358070611324929,1212064761300566017,1
1142358070611324929,1212077699281371137,1
1142358070611324929,1212343654813175808,1
1142358070611324929,1212521395638304768,1
1142358070611324929,1213199845315485699,1
1142358070611324929,1213409121812275205,1
1142358070611324929,1214141790590316544,1
1142358070611324929,1215424743869964288,1
1142358070611324929,1215650793786953729,1
1142358070611324929,1216044826543775744,1
1142358070611324929,1216331347121311744,1
1142358070611324929,1216423357496905728,1
1142358070611324929,1216491123889311745,1
1142358070611324929,1217794630584098816,1
1142358070611324929,1218549505886343174,1
1142358070611324929,1219408899532394497,1
1142358070611324929,1219933050345267200,1
1142358070611324929,1219993928088334337,1
1142358070611324929,1220091488266223623,1
1142358070611324929,1220199144473735168,1
1142358070611324929,1220212626220818432,1
1142358070611324929,1220658667705503747,1
1142358070611324929,1221161969081712640,1
1142358070611324929,1221354654560407552,2
1142358070611324929,1221369686052524033,1
1142358070611324929,1221385380739649536,1
1142358070611324929,1221707382918668294,4
1142358070611324929,1224423427995586565,2
1142358070611324929,1225020764501364736,1
1142358070611324929,1225064692034523137,1
1142358070611324929,1225157579497754624,1
1142358070611324929,1225836211123752963,2
1142358070611324929,1226101963579887617,1
1142358070611324929,1226539841036455941,1
1142358070611324929,1226570163111239680,1
1142358070611324929,1226674902255710208,1
1142358070611324929,1226959024924413953,1
1142358070611324929,1227132860647329793,1
1142358070611324929,1227135731665186817,1
1142358070611324929,1227338316363816960,1
1142358070611324929,1227674868050690054,1
1142358070611324929,1227703871432249344,1
1142358070611324929,1227760319717629953,1
1142358070611324929,1227848621925847040,1
1142358070611324929,1227896429139484672,1
1142358070611324929,1228621167658815489,1
1142358070611324929,1228665387803402240,1
1142358070611324929,1228669171636015105,1
1142358070611324929,1228809084633309184,1
1142358070611324929,1229072104823279616,1
